Distance,Duration,Traffic,Diff Batery,Diff Elevation,Mean Tempeture
0,0,3239,0.0,117.96000000000004,26.5
0,0,297,0.0,-44.549999999999955,24.5
0,0,2339,0.0,-82.10000000000014,25.0
0,0,112,0.0,2.229999999999791,36.5
0,0,823,0.0,23.930000000000064,38.0
0,0,1070,0.0,5.869999999999891,40.0
0,0,784,0.0,-31.539999999999964,49.0
0,0,1823,0.0,273.78,39.5
0,0,2334,0.0,-113.74000000000001,36.5
0,0,816,0.0,-12.650000000000091,34.5
0,0,383,0.0,28.75,37.0
0,0,417,0.0,-19.289999999999964,38.0
0,0,464,0.0,-119.71000000000004,33.5
0,0,575,0.0,-14.170000000000073,34.5
0,0,1060,0.0,-37.92000000000007,34.5
0,0,722,0.0,86.97000000000003,33.0
0,0,576,0.0,-1.1000000000001364,32.0
0,0,770,0.0,-85.36999999999989,33.0
0,0,2088,0.0,31.87000000000012,41.5
0,0,772,0.0,-31.669999999999845,36.0
0,0,392,0.0,14.720000000000027,43.5
0,0,2859,0.0,286.19000000000005,39.5
0,0,122,0.0,-20.579999999999927,36.0
0,0,243,0.0,-62.40000000000009,36.0
0,0,664,0.0,-71.61000000000013,36.0
0,0,1323,0.0,-74.17000000000007,37.5
0,0,1355,0.0,4967.25,38.5
0,0,768,0.0,-3.0299999999999727,36.0
0,0,1846,0.0,20.110000000000127,36.0
0,0,3729,0.0,570.7299999999998,29.0
0,0,3850,0.0,38.67000000000007,25.5
0,0,4329,0.0,-747.5399999999997,25.5
0,0,568,0.0,-26.50999999999999,27.5
0,0,1265,0.0,154.76999999999998,26.0
0,0,1461,0.0,82.00999999999999,25.5
0,0,541,0.0,-162.55999999999995,26.0
0,0,1636,0.0,-94.66999999999985,29.0
0,0,2116,0.0,-58.72000000000003,31.0
0,0,3133,0.0,33.0300000000002,33.5
0,0,3549,0.0,-81.79999999999995,35.5
0,0,3976,0.0,-1.400000000000091,37.0
0,0,5352,0.0,-35.86999999999989,37.5
0,0,350,0.0,-4.440000000000055,39.5
0,0,1250,0.0,-57.63000000000011,39.0
0,0,3654,0.0,-214.62999999999988,40.0
0,0,5014,0.0,374.22,44.0
0,0,912,0.0,1.4400000000000546,52.0
0,0,557,0.0,-31.769999999999982,38.0
0,0,98,0.0,-0.01999999999998181,50.0
0,0,695,0.0,112.77999999999997,45.5
0,0,1045,0.0,860.5500000000002,29.5
0,0,54,0.0,1.1199999999998909,30.5
0,0,2057,0.0,-1033.5500000000002,43.0
0,0,1117,0.0,17.12999999999988,44.5
0,0,1995,0.0,-63.210000000000036,44.5
0,0,1050,0.0,-4.0499999999999545,40.0
0,0,923,0.0,4.600000000000136,44.5
0,0,1653,0.0,4.669999999999845,38.0
0,0,2762,0.0,698.74,30.0
0,0,5049,0.0,-458.8699999999999,37.5
0,0,2053,0.0,-180.81999999999994,45.0
0,0,53,0.0,-1.75,45.0
0,0,1613,0.0,21.279999999999973,46.5
0,0,1670,0.0,1.599999999999909,46.5
0,0,2292,0.0,10.769999999999982,45.5
0,0,662,0.0,9.870000000000118,46.0
0,0,847,0.0,-3.229999999999791,45.0
0,0,6404,0.0,-68.71000000000004,35.0
0,0,2150,0.0,20.470000000000027,40.5
0,0,644,0.0,-20.289999999999964,39.5
0,0,919,0.0,9.589999999999918,49.5
0,0,2210,0.0,36.32999999999993,47.5
0,0,2420,0.0,149.66999999999985,37.5
0,0,463,0.0,-115.41999999999985,33.0
0,0,1534,0.0,-34.25999999999999,34.0
0,0,1060,0.0,0.6600000000000819,33.5
0,0,491,0.0,-50.25999999999999,33.0
0,0,1022,0.0,1009.8999999999999,24.0
0,0,3370,0.0,-360.5,20.5
0,0,480,0.0,34.960000000000036,21.5
0,0,1077,0.0,-60.69999999999982,17.0
0,0,2558,0.0,-491.4200000000001,21.5
0,0,5162,0.0,-81.77999999999997,26.0
0,0,2584,0.0,-49.159999999999854,38.5
0,0,1285,0.0,-9.889999999999873,43.0
0,0,767,0.0,15.9699999999998,42.5
0,0,55,0.0,-0.37000000000011823,45.0
0,0,2055,0.0,53.57999999999993,51.0
0,0,2488,0.0,-44.67000000000007,44.5
0,0,304,0.0,-0.7699999999999818,46.5
0,0,901,0.0,32.38000000000011,45.0
0,0,273,0.0,-5.630000000000109,46.5
0,0,1272,0.0,43.63999999999987,44.0
0,0,2054,0.0,203.44000000000005,32.0
0,0,2381,0.0,-29.519999999999982,31.5
0,0,464,0.0,-79.74000000000001,25.5
0,0,837,0.0,-55.440000000000055,43.5
0,0,894,0.0,-26.019999999999982,43.5
0,0,1074,0.0,-16.8599999999999,43.5
0,0,1137,0.0,8.289999999999964,43.5
0,0,1826,0.0,0.9400000000000546,44.5
0,0,1694,0.0,28.690000000000055,26.0
0,0,2379,0.0,-84.41999999999985,32.5
0,0,1090,0.0,1.4799999999997908,26.0
0,0,565,0.0,0.2199999999997999,26.5
0,0,403,0.0,-14.919999999999845,27.0
0,0,821,0.0,68.98000000000002,27.0
0,0,1842,0.0,-52.179999999999836,27.0
0,0,3841,0.0,46.210000000000036,29.0
0,0,2006,0.0,187.76999999999998,40.0
0,0,2743,0.0,153.1500000000001,41.0
0,0,598,0.0,-148.95000000000005,42.5
0,0,1257,0.0,-172.09000000000015,39.0
0,0,1381,0.0,-19.549999999999955,39.0
0,0,2098,0.0,-24.5,40.0
0,0,1022,0.0,3.5,42.0
0,0,2149,0.0,33.210000000000036,42.5
0,0,482,0.0,2.900000000000091,35.5
0,0,842,0.0,-10.120000000000118,35.0
0,0,1080,0.0,-5.839999999999918,34.5
0,0,3140,0.0,654.6600000000001,27.5
0,0,3647,0.0,-22.320000000000164,23.0
0,0,3958,0.0,-381.5100000000002,22.0
0,0,1106,0.0,-205.27999999999997,29.5
0,0,1477,0.0,-1.1900000000000546,31.0
0,0,525,0.0,-31.61999999999989,28.0
0,0,681,0.0,11.909999999999854,33.0
0,0,2817,0.0,246.02999999999997,35.0
0,0,169,0.0,-2.8299999999999272,29.0
0,0,380,0.0,-2.9300000000000637,28.5
0,0,535,0.0,8.960000000000036,28.0
0,0,353,0.0,13.410000000000082,36.5
0,0,817,0.0,-15.600000000000136,41.0
0,0,877,0.0,-71.38000000000011,43.0
0,0,1358,0.0,-161.3800000000001,42.5
0,0,376,0.0,-26.09999999999991,39.0
0,0,420,0.0,-2.0599999999999454,39.5
0,0,1520,0.0,-3.3500000000001364,39.0
0,0,5374,0.0,269.8399999999999,31.0
0,0,795,0.0,-57.75,27.0
0,0,1094,0.0,-96.55999999999995,25.5
0,0,1635,0.0,-9.519999999999982,27.5
0,0,6509,0.0,-128.63999999999987,31.5
0,0,4913,0.0,157.66999999999985,29.5
0,0,432,0.0,-49.4699999999998,26.5
0,0,1255,0.0,-83.01999999999998,28.5
0,0,2687,0.0,31.659999999999854,28.0
0,0,1125,0.0,6.370000000000118,26.5
0,0,546,0.0,-38.17000000000007,26.0
0,0,4827,0.0,36.76999999999998,27.5
0,0,966,0.0,-12.259999999999991,25.5
0,0,1915,0.0,-2.089999999999918,30.5
0,0,73,0.0,0.03999999999996362,39.5
0,0,745,0.0,12.980000000000018,41.5
0,0,2381,0.0,16.3900000000001,38.5
0,0,299,0.0,1.6399999999998727,31.5
0,0,2428,0.0,532.8799999999999,27.0
0,0,69,0.0,9.36999999999989,25.5
0,0,418,0.0,430.7399999999998,22.5
0,0,76,0.0,-11.4699999999998,19.5
0,0,1630,0.0,-1018.06,25.5
0,0,1813,0.0,-15.419999999999845,30.0
0,0,4022,0.0,60.52999999999997,29.0
0,0,854,0.0,-29.65000000000009,28.5
0,0,1166,0.0,0.7300000000000182,29.5
0,0,1103,0.0,33.710000000000036,37.0
0,0,1491,0.0,16.669999999999845,37.5
0,0,875,0.0,-20.38000000000011,37.5
0,0,2433,0.0,-58.039999999999964,37.5
0,0,4555,0.0,4.650000000000091,41.0
0,0,1466,0.0,2.1299999999998818,41.5
0,0,1648,0.0,10.410000000000082,41.0
0,0,1789,0.0,3.7100000000000364,41.5
0,0,120,0.0,-1.0399999999999636,40.0
0,0,267,0.0,-4.029999999999973,41.5
0,0,699,0.0,10.549999999999955,45.5
0,0,1118,0.0,34.319999999999936,45.5
0,0,1728,0.0,19.74000000000001,48.0
0,0,1013,0.0,81.08999999999992,44.0
0,0,407,0.0,-26.99000000000001,38.5
0,0,767,0.0,-23.25,41.0
0,0,1312,0.0,-55.210000000000036,42.0
0,0,637,0.0,4.509999999999991,42.5
0,0,180,0.0,-0.12000000000011823,43.0
0,0,2954,0.0,101.52999999999997,39.0
0,0,169,0.0,-22.560000000000173,35.5
0,0,1299,0.0,-15.110000000000127,37.0
0,0,1659,0.0,70.12000000000012,36.5
0,0,1214,0.0,-33.340000000000146,33.5
0,0,4300,0.0,-1633.32,30.0
0,0,2865,0.0,0.0,38.5
0,0,3073,0.0,0.0,39.5
0,0,242,0.0,0.0,31.5
0,0,1491,0.0,0.0,29.5
0,0,125,0.0,0.0,28.5
0,0,545,0.0,0.0,27.5
0,0,126,0.0,0.0,43.0
0,0,3614,0.0,0.0,41.0
0,0,2078,0.0,0.0,42.5
0,0,2320,0.0,0.0,44.5
0,0,2394,0.0,0.0,45.0
0,0,1139,0.0,0.0,48.0
0,0,2032,0.0,0.0,44.5
0,0,989,0.0,0.0,36.0
0,0,2070,0.0,0.0,37.0
0,0,2549,0.0,0.0,36.5
0,0,4379,0.0,0.0,35.0
0,0,1174,0.0,0.0,29.0
0,0,713,0.0,0.0,27.0
0,0,423,0.0,0.0,27.0
0,0,669,0.0,0.0,26.5
0,0,1240,0.0,0.0,26.0
0,0,1256,0.0,0.0,29.5
0,0,1398,0.0,0.0,42.0
0,0,996,0.0,0.0,40.0
0,0,571,0.0,0.0,35.5
0,0,87,0.0,0.0,34.5
0,0,1648,0.0,0.0,32.0
0,0,543,0.0,0.0,30.5
0,0,539,0.0,0.0,33.0
0,0,1850,0.0,0.0,44.5
0,0,1332,0.0,0.0,48.0
0,0,633,0.0,0.0,51.0
0,0,1256,0.0,0.0,40.5
0,0,1652,0.0,0.0,34.5
0,0,1464,0.0,0.0,34.5
0,0,3445,0.0,0.0,24.0
0,0,5669,0.0,0.0,24.5
0,0,739,0.0,0.0,27.0
0,0,956,0.0,0.0,38.5
0,0,2252,0.0,0.0,43.0
0,0,1788,0.0,0.0,43.5
0,0,1398,0.0,0.0,39.0
0,0,1681,0.0,0.0,40.0
0,0,263,0.0,0.0,35.5
0,0,1499,0.0,0.0,29.0
0,0,700,0.0,0.0,26.0
0,0,1387,0.0,0.0,34.5
0,0,335,0.0,0.0,34.0
0,0,759,0.0,0.0,32.5
0,0,1281,0.0,0.0,35.0
0,0,270,0.0,0.0,30.0
0,0,841,0.0,0.0,38.0
0,0,2168,0.0,0.0,33.0
0,0,2650,0.0,0.0,31.0
0,0,1740,0.0,0.0,39.5
0,0,295,0.0,0.0,45.0
0,0,347,0.0,0.0,45.0
0,0,520,0.0,0.0,44.0
0,0,305,0.0,0.0,41.5
0,0,135,0.0,0.0,42.0
0,0,339,0.0,0.0,42.0
0,0,463,0.0,0.0,43.0
0,0,1000,0.0,0.0,42.5
0,0,2731,0.0,0.0,43.0
0,0,166,0.0,0.0,32.0
0,0,388,0.0,0.0,31.5
0,0,468,0.0,0.0,37.0
0,0,1192,0.0,0.0,37.5
0,0,1224,0.0,0.0,38.5
0,0,1337,0.0,0.0,37.0
0,0,1603,0.0,0.0,32.0
0,0,1827,0.0,0.0,29.0
0,0,2155,0.0,0.0,28.0
0,0,2253,0.0,0.0,37.5
0,0,2323,0.0,0.0,40.5
0,0,149,0.0,0.0,43.5
0,0,512,0.0,0.0,44.5
0,0,630,0.0,0.0,45.0
0,0,758,0.0,0.0,45.0
0,0,890,0.0,0.0,45.0
0,0,953,0.0,0.0,45.0
0,0,993,0.0,0.0,46.0
0,0,1342,0.0,0.0,47.5
0,0,1607,0.0,0.0,45.5
0,0,1760,0.0,0.0,45.0
0,0,1800,0.0,0.0,46.0
0,0,1951,0.0,0.0,45.5
0,0,2084,0.0,0.0,44.0
0,0,2244,0.0,0.0,45.0
0,0,2469,0.0,0.0,45.0
0,0,2641,0.0,0.0,46.0
0,0,2800,0.0,0.0,47.5
0,0,2954,0.0,0.0,47.0
0,0,3026,0.0,0.0,45.0
0,0,3303,0.0,0.0,46.0
0,0,3736,0.0,0.0,41.5
0,0,4513,0.0,0.0,31.0
0,0,5038,0.0,0.0,27.0
0,0,5172,0.0,0.0,27.0
0,0,6365,0.0,0.0,31.0
0,0,7310,0.0,0.0,32.0
0,0,91,0.0,0.0,30.0
0,0,150,0.0,0.0,30.0
0,0,242,0.0,0.0,30.0
0,0,305,0.0,0.0,30.0
0,0,557,0.0,0.0,28.5
0,0,730,0.0,0.0,29.0
0,0,779,0.0,0.0,28.5
0,0,906,0.0,0.0,28.5
0,0,958,0.0,0.0,28.5
0,0,1028,0.0,0.0,28.5
0,0,1094,0.0,0.0,28.5
0,0,1235,0.0,0.0,27.5
0,0,2592,0.0,0.0,24.5
0,0,5600,0.0,0.0,29.5
0,0,5630,0.0,0.0,32.0
0,0,6369,0.0,0.0,32.5
0,0,236,0.0,0.0,31.0
0,0,283,0.0,0.0,31.5
0,0,389,0.0,0.0,31.5
0,0,424,0.0,0.0,31.5
0,0,506,0.0,0.0,30.5
0,0,562,0.0,0.0,31.0
0,0,595,0.0,0.0,31.5
0,0,696,0.0,0.0,31.5
0,0,752,0.0,0.0,32.5
0,0,806,0.0,0.0,33.0
0,0,1137,0.0,0.0,34.0
0,0,101,0.0,0.0,35.5
0,0,292,0.0,0.0,36.0
0,0,397,0.0,0.0,37.0
0,0,542,0.0,0.0,38.5
0,0,651,0.0,0.0,40.5
0,0,689,0.0,0.0,40.5
0,0,984,0.0,0.0,40.5
0,0,1101,0.0,0.0,40.5
0,0,1213,0.0,0.0,40.5
0,0,1295,0.0,0.0,40.5
0,0,1408,0.0,0.0,39.5
0,0,1458,0.0,0.0,39.0
0,0,1518,0.0,0.0,40.0
0,0,2387,0.0,0.0,33.5
0,0,2444,0.0,0.0,30.0
0,0,2469,0.0,0.0,30.0
0,0,2657,0.0,0.0,30.0
0,0,3358,0.0,0.0,29.0
0,0,3513,0.0,0.0,28.5
0,0,3578,0.0,0.0,28.5
0,0,3674,0.0,0.0,27.5
0,0,3822,0.0,0.0,25.5
0,0,4759,0.0,0.0,23.5
0,0,4993,0.0,0.0,22.5
0,0,6925,0.0,0.0,26.5
0,0,10023,0.0,0.0,38.5
0,0,10342,0.0,0.0,45.5
0,0,82,0.0,0.0,52.0
0,0,143,0.0,0.0,50.0
0,0,189,0.0,0.0,50.5
0,0,471,0.0,0.0,48.0
0,0,507,0.0,0.0,46.5
0,0,574,0.0,0.0,48.0
0,0,691,0.0,0.0,46.5
0,0,793,0.0,0.0,47.0
0,0,1055,0.0,0.0,45.5
0,0,1805,0.0,0.0,33.5
0,0,2061,0.0,0.0,36.5
0,0,2317,0.0,0.0,36.5
0,0,4383,0.0,0.0,39.0
0,0,5752,0.0,0.0,42.5
0,0,136,0.0,0.0,43.0
0,0,853,0.0,0.0,44.5
0,0,2125,0.0,0.0,45.0
0,0,134,0.0,0.0,45.5
0,0,520,0.0,0.0,46.0
0,0,792,0.0,0.0,44.5
0,0,175,0.0,0.0,42.5
0,0,475,0.0,0.0,43.5
0,0,198,0.0,0.0,44.0
0,0,228,0.0,0.0,45.0
0,0,295,0.0,0.0,44.0
0,0,330,0.0,0.0,43.5
0,0,410,0.0,0.0,43.5
0,0,584,0.0,0.0,45.5
0,0,174,0.0,0.0,45.0
0,0,233,0.0,0.0,45.0
0,0,476,0.0,0.0,45.0
0,0,179,0.0,0.0,34.5
0,0,318,0.0,0.0,34.5
0,0,390,0.0,0.0,34.5
0,0,499,0.0,0.0,34.5
0,0,40,0.0,0.0,34.5
0,0,136,0.0,0.0,30.0
0,0,199,0.0,0.0,31.0
0,0,472,0.0,0.0,31.5
0,0,195,0.0,0.0,43.0
0,0,318,0.0,0.0,42.0
0,0,94,0.0,0.0,40.0
0,0,292,0.0,0.0,39.0
0,0,341,0.0,0.0,42.0
0,0,603,0.0,0.0,43.0
0,0,1089,0.0,0.0,44.5
0,0,1433,0.0,0.0,45.0
0,0,1506,0.0,0.0,45.0
0,0,1535,0.0,0.0,46.0
0,0,100,0.0,0.0,47.0
0,0,380,0.0,0.0,45.5
0,0,432,0.0,0.0,46.0
0,0,466,0.0,0.0,46.5
0,0,696,0.0,0.0,45.5
0,0,147,0.0,0.0,40.5
0,0,525,0.0,0.0,43.5
0,0,700,0.0,0.0,45.0
0,0,737,0.0,0.0,45.0
0,0,1061,0.0,0.0,46.0
0,0,46,0.0,0.0,45.0
0,0,196,0.0,0.0,45.0
0,0,1064,0.0,0.0,46.0
0,0,1228,0.0,0.0,47.5
0,0,1270,0.0,0.0,48.0
0,0,3014,0.0,0.0,44.5
0,0,104,0.0,0.0,41.5
0,0,139,0.0,0.0,42.0
0,0,270,0.0,0.0,42.0
0,0,1229,0.0,0.0,43.5
0,0,978,0.0,0.0,43.0
0,0,508,0.0,0.0,42.0
0,0,852,0.0,0.0,43.0
0,0,575,0.0,0.0,32.5
0,0,2019,0.0,0.0,32.0
0,0,973,0.0,0.0,32.0
0,0,99,0.0,0.0,37.0
0,0,7194,0.0,0.0,25.0
0,0,7524,0.0,0.0,25.5
0,0,6596,0.0,0.0,28.5
0,0,6534,0.0,0.0,26.5
