Car Discharge Estimation,Time of Trip,Diff Elevation,Mean Tempeture,Diff Batery
-0.03402322923641563,53,-42.82999999999993,35.25,-2.0
-0.056321081010325784,160,1008.4199999999998,26.75,-31.0
-0.01746472066012516,66,23.710000000000036,32.75,-1.0
-0.022207230565526686,578,182.52999999999997,38.0,21.0
-0.01944831822140775,706,-174.26999999999998,40.0,-2.0
-0.0164930599257913,341,-77.52999999999997,36.25,-12.0
-0.01599464327968222,764,109.75,34.5,-5.0
-0.00720438606648576,88,-68.40000000000009,32.75,-2.0
-0.005195615947318871,53,3.509999999999991,33.75,-1.0
