Car Discharge Estimation,Time of Trip,Diff Elevation,Mean Tempeture,Diff Batery
-0.02380015629631626,301,32.13000000000011,37.25,-6.0
-5.3895281468107466e-05,44,-0.17000000000007276,38.25,0.0
-0.03622840820286184,1243,-33.70999999999981,40.0,-5.0
