Car Discharge Estimation,Time of Trip,Diff Elevation,Mean Tempeture,Diff Batery
-0.007964169381107491,4470,15.519999999999982,35.5,-9.0
-0.014042345276872965,3176,236.1500000000001,31.0,-7.0
-0.023403908794788274,2745,-167.43000000000006,30.0,-3.0
-0.0018208469055374593,332,62.77999999999997,30.0,-1.0
-0.013596091205211727,998,-131.33999999999992,29.0,0.0
-0.003452768729641694,310,-6.3599999999999,29.5,0.0
-0.0018534201954397394,182,3.519999999999982,43.5,-1.0
-0.008267100977198696,3445,-1.9800000000000182,42.5,-7.0
-0.01062214983713355,731,-3.9700000000000273,39.0,-1.0
-0.03945928338762215,4678,-8.720000000000027,35.0,-7.0
-0.005833876221498372,120,-9.230000000000018,33.0,0.0
-0.025446254071661237,1336,29.450000000000045,31.0,-3.0
-0.0008566775244299675,74,14.150000000000091,30.0,0.0
-0.04683061889250814,1699,-40.18999999999983,24.5,-4.0
-0.008762214983713355,180,3.839999999999918,25.5,-1.0
-0.013120521172638436,374,34.73000000000002,25.5,-1.0
-0.0006384364820846906,103,-1.4800000000000182,25.5,0.0
-0.005022801302931596,934,9.409999999999854,25.5,35.0
-0.022583061889250813,969,3.410000000000082,24.5,-3.0
-0.005684039087947883,387,31.480000000000018,24.5,-1.0
-0.08992508143322475,2534,1027.0399999999997,18.0,-26.0
-0.011100977198697069,515,2.7800000000002,23.5,-2.0
-0.0021042345276872966,59,-35.970000000000255,22.5,0.0
-0.07598045602605863,1910,-908.1700000000001,29.5,-1.0
-0.010149837133550488,384,-112.5,35.0,-1.0
-0.022817589576547233,6367,167.47000000000003,40.5,-14.0
-0.024205211726384363,1220,-163.67000000000007,38.5,-1.0
-0.008964169381107492,744,20.590000000000146,24.5,0.0
-0.005700325732899023,304,-15.709999999999809,37.0,0.0
-0.004400651465798045,119,-14.210000000000036,38.5,0.0
-0.007742671009771987,263,-16.180000000000064,40.0,0.0
-0.005693811074918567,755,11.5,32.5,0.0
-0.006996742671009772,381,1.990000000000009,32.0,0.0
-0.007866449511400652,624,9.940000000000055,35.5,0.0
-0.004553745928338762,375,18.139999999999873,37.0,0.0
-0.006482084690553746,354,-46.02999999999997,38.5,-2.0
-0.008915309446254072,613,43.11999999999989,39.0,-2.0
-0.006895765472312704,359,-39.289999999999964,39.0,-1.0
-0.000980456026058632,76,1.1200000000001182,39.0,0.0
-0.010192182410423453,739,32.200000000000045,33.0,-2.0
-0.003977198697068404,595,54.18999999999983,33.0,-1.0
-0.0010358306188925082,706,25.279999999999973,31.5,-1.0
-0.02457328990228013,1522,-45.17000000000007,26.5,-3.0
-0.008071661237785016,288,-37.12999999999988,25.5,0.0
-0.018400651465798046,1024,88.26999999999998,25.5,-4.0
-0.00849185667752443,413,-124.62999999999988,28.5,0.0
-0.009172638436482085,734,-4.0,29.5,-1.0
-0.014394136807817589,2436,72.77999999999997,39.5,-5.0
-0.006469055374592834,757,-2.3299999999999272,38.5,-1.0
-0.014097719869706841,1263,-70.2800000000002,38.5,-2.0
-0.007869706840390879,218,1.4800000000000182,39.0,0.0
-0.006599348534201954,95,0.7999999999999545,43.5,0.0
-0.012814332247557004,1771,31.11999999999989,45.5,-2.0
-0.005472312703583062,222,-15.049999999999955,43.5,0.0
-0.007247557003257329,307,-17.019999999999982,43.5,0.0
-0.0,70,-0.10999999999989996,43.5,0.0
-0.012192182410423453,434,24.580000000000155,44.0,-1.0
-0.01114983713355049,355,87.61999999999989,43.5,-2.0
-0.0008045602605863192,885,-1.9200000000000728,39.5,-1.0
-0.020947882736156352,1313,-125.70999999999981,45.5,-2.0
-0.004485342019543974,377,0.17000000000007276,47.0,-1.0
-0.04000325732899023,1568,885.1499999999999,29.0,-16.0
-0.0395928338762215,608,-601.97,22.5,3.0
-0.012097719869706841,405,-280.99,25.5,1.0
-0.004892508143322476,401,-92.55999999999995,29.0,0.0
-0.005905537459283388,338,-27.29000000000019,35.5,-1.0
-0.004322475570032573,225,3.3199999999999363,39.0,0.0
-0.0008175895765472313,269,0.15000000000009095,37.5,0.0
-0.0029055374592833875,476,34.319999999999936,39.5,-2.0
-0.0009087947882736156,216,6.279999999999973,40.5,0.0
-0.0031986970684039088,204,80.43000000000006,40.5,-1.0
-0.001228013029315961,102,-36.02999999999997,38.5,0.0
-0.006664495114006515,256,-86.69000000000005,41.0,0.0
-0.01090228013029316,401,9.440000000000055,43.0,-2.0
-0.01893485342019544,1592,38.24000000000001,46.0,-2.0
-0.004700325732899023,844,11.430000000000064,38.0,0.0
-0.0023713355048859933,315,-13.190000000000055,34.5,-2.0
-0.004472312703583062,246,10.5,48.0,-1.0
-0.004657980456026059,356,11.699999999999818,49.0,-1.0
-0.008879478827361564,1115,21.6099999999999,51.5,-2.0
-0.00596742671009772,480,59.0,51.0,-2.0
-0.001723127035830619,171,86.40000000000009,47.5,-2.0
-0.027039087947882737,1113,-176.42000000000007,45.5,-1.0
-0.010039087947882736,1481,21.419999999999845,40.0,-2.0
-0.015710097719869708,1417,164.69000000000005,37.5,-5.0
-0.01594788273615635,839,-212.73000000000002,33.0,0.0
-0.011563517915309447,532,28.330000000000155,28.0,-2.0
-0.009462540716612377,959,146.76999999999998,26.0,-3.0
-0.022964169381107492,897,-185.0400000000002,29.0,-1.0
-0.002566775244299674,198,-2.4400000000000546,29.0,0.0
-0.0002214983713355049,42,0.3500000000001364,43.5,0.0
-0.004752442996742671,828,11.650000000000091,48.0,-2.0
-0.008905537459283387,859,20.86999999999989,48.5,-1.0
-0.0008273615635179153,116,-0.18000000000006366,43.5,56.0
-0.0008631921824104235,139,1.25,40.5,0.0
-0.0008469055374592834,95,-0.40000000000009095,31.0,0.0
-0.04736156351791531,2483,209.92000000000007,47.0,-7.0
-0.03465798045602606,3163,278.49,33.0,-6.0
-0.034254071661237784,290,-279.02,33.5,0.0
-0.14932899022801302,4999,-1193.0369999999998,28.0,-4.0
-0.11437785016286645,2367,595.3639999999999,32.5,-23.0
-4.234527687296417e-05,1325,-1.849999999999909,52.5,-3.0
-0.0007166123778501629,243,-3.880000000000109,34.5,0.0
-0.000504885993485342,71,-6.149999999999864,36.0,-1.0
-0.11755374592833877,3079,-655.474,34.5,-11.0
-0.15558957654723127,59,1207.125,30.0,-34.0
-0.04526058631921824,1579,-209.64999999999986,47.0,-1.0
-0.004244299674267101,437,-6.25,49.0,0.0
-0.007775244299674267,494,5.5,40.5,-1.0
-0.0010488599348534202,110,-0.7400000000000091,27.0,0.0
-0.0009543973941368078,31,0.5899999999999181,42.0,0.0
-0.004706840390879478,823,-5.9099999999998545,50.0,-1.0
-0.00033224755700325735,36,-0.5799999999999272,49.5,0.0
-0.012576547231270357,1207,-32.210000000000036,47.5,0.0
-0.015306188925081433,1168,-170.31999999999994,48.5,-1.0
-0.038755700325732896,1931,37.32999999999993,50.5,-6.0
-0.016749185667752443,1389,-13.039999999999964,47.0,-2.0
-0.011221498371335506,1038,-14.710000000000036,45.0,-2.0
-0.0023517915309446253,560,19.819999999999936,39.0,-1.0
-0.01865798045602606,1226,20.75,35.0,-2.0
-0.041680781758957654,2411,-37.26999999999998,33.5,-4.0
-0.024811074918566774,3883,82.13999999999987,47.5,-6.0
-0.0041661237785016285,129,1.6700000000000728,49.0,0.0
-0.006504885993485342,807,-9.059999999999945,48.5,-1.0
-0.017153094462540718,1465,8.769999999999982,42.5,-3.0
-0.007465798045602606,412,112.33000000000015,42.5,-2.0
-0.0021368078175895765,3544,-4.060000000000173,39.0,-10.0
-0.008996742671009772,598,-156.12000000000012,38.0,0.0
-0.008990228013029317,602,30.230000000000018,39.5,-3.0
-0.0018013029315960911,280,6.539999999999964,38.0,-1.0
-0.014566775244299675,621,-7.669999999999845,41.5,-1.0
-0.0015211726384364822,310,2.939999999999827,43.0,-1.0
-0.008876221498371336,761,-2.509999999999991,41.5,0.0
-0.0021433224755700326,3630,14.509999999999991,35.0,-6.0
-0.0005602605863192183,44,-4.970000000000027,34.5,0.0
-0.08372964169381107,3950,599.0400000000002,31.5,-15.0
-0.004605863192182411,144,4.2199999999998,27.5,-1.0
-0.0034136807817589576,136,-20.519999999999982,27.0,0.0
-0.031006514657980457,1651,-27.949999999999818,24.5,-4.0
-0.011136807817589576,387,-11.080000000000382,22.5,-1.0
-0.004423452768729642,125,31.450000000000273,22.5,-1.0
-0.09006188925081433,2114,-610.1999999999998,27.5,0.0
-0.0057817589576547234,624,-8.25,33.0,-2.0
-0.013830618892508143,992,1.8599999999999,47.5,-2.0
-0.0014006514657980457,359,-2.1499999999998636,43.0,-1.0
-0.038289902280130295,2215,135.52999999999997,42.5,-5.0
-0.02221498371335505,1217,204.85000000000014,27.0,-5.0
-0.04234527687296417,3666,-339.78999999999996,33.5,-2.0
-0.008166123778501629,1743,0.8099999999999454,35.0,0.0
-0.0038208469055374594,339,10.86999999999989,43.5,-1.0
-0.009726384364820847,312,31.319999999999936,43.5,-1.0
-0.01260586319218241,868,123.79999999999995,41.5,-3.0
-0.0011140065146579804,225,34.66000000000008,30.0,-1.0
-0.0009153094462540717,213,-11.0,30.0,0.0
-0.015827361563517914,836,37.37999999999988,29.5,-3.0
-0.002241042345276873,53,-11.559999999999945,30.0,0.0
-0.014407166123778502,1556,-31.419999999999845,28.5,-3.0
-0.012045602605863192,633,-43.289999999999964,27.0,0.0
-0.01311400651465798,533,-104.15000000000009,35.5,-1.0
-0.01109771986970684,857,-54.0,42.0,-1.0
-6.514657980456026e-05,87,-0.01999999999998181,45.0,-1.0
