Distance,Duration,Traffic,Diff Batery,Diff Elevation,Mean Tempeture
0,0,4482,0.0,15.519999999999982,35.5
0,0,7655,0.0,236.1500000000001,31.0
0,0,10392,0.0,-167.43000000000006,30.0
0,0,385,0.0,62.77999999999997,30.0
0,0,1004,0.0,-131.33999999999992,29.0
0,0,1313,0.0,-6.3599999999999,29.5
0,0,234,0.0,3.519999999999982,43.5
0,0,3670,0.0,-1.9800000000000182,42.5
0,0,751,0.0,-3.9700000000000273,39.0
0,0,4705,0.0,-8.720000000000027,35.0
0,0,4823,0.0,-9.230000000000018,33.0
0,0,6156,0.0,29.450000000000045,31.0
0,0,103,0.0,14.150000000000091,30.0
0,0,1726,0.0,-40.18999999999983,24.5
0,0,198,0.0,3.839999999999918,25.5
0,0,565,0.0,34.73000000000002,25.5
0,0,664,0.0,-1.4800000000000182,25.5
0,0,937,0.0,9.409999999999854,25.5
0,0,1014,0.0,3.410000000000082,24.5
0,0,419,0.0,31.480000000000018,24.5
0,0,2943,0.0,1027.0399999999997,18.0
0,0,709,0.0,2.7800000000002,23.5
0,0,766,0.0,-35.970000000000255,22.5
0,0,2675,0.0,-908.1700000000001,29.5
0,0,3051,0.0,-112.5,35.0
0,0,6393,0.0,167.47000000000003,40.5
0,0,1231,0.0,-163.67000000000007,38.5
0,0,989,0.0,20.590000000000146,24.5
0,0,320,0.0,-15.709999999999809,37.0
0,0,437,0.0,-14.210000000000036,38.5
0,0,697,0.0,-16.180000000000064,40.0
0,0,761,0.0,11.5,32.5
0,0,1140,0.0,1.990000000000009,32.0
0,0,682,0.0,9.940000000000055,35.5
0,0,419,0.0,18.139999999999873,37.0
0,0,381,0.0,-46.02999999999997,38.5
0,0,620,0.0,43.11999999999989,39.0
0,0,976,0.0,-39.289999999999964,39.0
0,0,1050,0.0,1.1200000000001182,39.0
0,0,763,0.0,32.200000000000045,33.0
0,0,1353,0.0,54.18999999999983,33.0
0,0,762,0.0,25.279999999999973,31.5
0,0,1550,0.0,-45.17000000000007,26.5
0,0,320,0.0,-37.12999999999988,25.5
0,0,1341,0.0,88.26999999999998,25.5
0,0,422,0.0,-124.62999999999988,28.5
0,0,1153,0.0,-4.0,29.5
