42511,19,6.20061,-75.5783,1500.06,38.3,GVQ446
42941,3203,6.15284,-75.6109,1581.86,36.4,GVQ446
43560,67,6.15257,-75.6111,1582.27,36.6,GVQ446
43738,1648,6.19315,-75.5798,1510.94,36,GVQ446
43741,18,6.19316,-75.5798,1510.91,36,GVQ446
44002,2423,6.17861,-75.4415,2161.31,29.6,GVQ446
44008,91,6.17509,-75.4353,2148.88,29.6,GVQ446
44491,3991,6.15305,-75.6117,1579.47,26.6,GVQ446
44783,78,0,0,-3492,26.5,GVQ446
44941,1102,6.20053,-75.5783,1500.24,25.9,GVQ446
45034,52,6.20059,-75.5783,1500.14,25.7,GVQ446
45354,2388,6.15278,-75.6114,1580.99,23.6,GVQ446
45356,6,6.15311,-75.6114,1579.08,23.6,GVQ446
46282,1426,6.20055,-75.5782,1500.22,22.4,GVQ446
46419,15,6.20071,-75.5784,1499.75,22.3,GVQ446
46573,1282,6.17487,-75.5933,1531.96,21.7,GVQ446
46680,10,6.1748,-75.5933,1531.82,40,GVQ446
46805,692,6.20061,-75.5782,1500.14,39.6,GVQ446
47038,17,6.20067,-75.5784,1499.83,39.7,GVQ446
47492,4550,6.18598,-75.6482,1789.9,36.6,GVQ446
47573,57,6.18596,-75.6484,1796.36,36.4,GVQ446
47794,1810,6.11728,-75.6297,1737.98,35,GVQ446
47841,3,6.11736,-75.6298,1733.77,34.9,GVQ446
48098,2088,6.1859,-75.6486,1800.48,32,GVQ446
48102,10,6.18586,-75.6485,1797.86,32,GVQ446
48127,225,6.18217,-75.6418,1710,32.1,GVQ446
48244,22,6.24625,-75.5891,1479.58,29.6,GVQ446
48633,2589,6.18588,-75.6484,1794.53,24.3,GVQ446
49056,49,6.18584,-75.6485,1797.39,24,GVQ446
49602,3367,6.25576,-75.6193,1557.26,22.1,GVQ446
49638,19,6.25575,-75.6193,1557.25,22.1,GVQ446
49973,2158,6.28105,-75.6064,1746.43,20.1,GVQ446
50068,2,6.28109,-75.6063,1747.73,20.3,GVQ446
50452,2842,6.20057,-75.5782,1500.2,18.8,GVQ446
54860,17,6.20058,-75.5782,1500.19,17.6,GVQ446
55101,1701,6.17479,-75.5933,1531.82,16.8,GVQ446
55283,27,6.17478,-75.5933,1531.86,39.9,GVQ446
56514,1617,6.27375,-75.5806,1496.35,30.3,GVQ446
56538,16,6.27373,-75.5806,1496.01,30.4,GVQ446
56632,647,6.27727,-75.5873,1556.77,29.7,GVQ446
56638,6,6.27714,-75.5873,1554.89,29.7,GVQ446
56647,55,6.27698,-75.5875,1552.31,29.7,GVQ446
57633,5,6.27701,-75.5875,1552.47,29.7,GVQ446
57972,2326,6.20059,-75.5783,1500.14,28.1,GVQ446
59367,33,6.20068,-75.5783,1499.74,28.2,GVQ446
59657,2709,6.23189,-75.6043,1532.98,25.8,GVQ446
59671,63,6.23229,-75.6042,1534.1,30.3,GVQ446
59672,123,6.2322,-75.6045,1536.57,30.6,GVQ446
59682,10,6.23211,-75.6047,1537.63,33.7,GVQ446
59817,1106,6.24543,-75.6173,1615.34,32.5,GVQ446
59916,80,6.24609,-75.6167,1612.98,32.3,GVQ446
59952,306,6.24916,-75.6107,1556.54,32.3,GVQ446
59959,43,6.24837,-75.6113,1564.37,32.3,GVQ446
60090,941,6.26874,-75.6028,1565.82,31.6,GVQ446
60195,53,6.26869,-75.6028,1564.28,31.6,GVQ446
60437,1889,6.23256,-75.6049,1538.36,30.6,GVQ446
60609,27,6.23193,-75.6048,1536.71,30.6,GVQ446
60728,950,6.26869,-75.6028,1564.28,29.7,GVQ446
61082,32,6.26865,-75.6029,1562.88,29.6,GVQ446
61444,3243,6.17721,-75.5904,1527.09,27.6,GVQ446
61455,12,6.17721,-75.5904,1527.09,27.5,GVQ446
61517,440,6.17909,-75.5884,1524.52,27.3,GVQ446
61530,19,6.17882,-75.5882,1526.36,27.2,GVQ446
61542,133,6.17894,-75.5878,1526.73,27.2,GVQ446
61564,16,6.17894,-75.5878,1526.73,35.1,GVQ446
61641,754,6.23939,-75.5864,1477.8,34.4,GVQ446
65133,44,6.20186,-75.5778,1499.15,29.1,GVQ446
65198,394,6.22411,-75.5763,1481.2,28.5,GVQ446
65200,391,6.22346,-75.5763,1481.31,28.5,GVQ446
65325,1117,6.31819,-75.5571,1440.16,27.5,GVQ446
65327,1113,6.31787,-75.5571,1440.25,27.5,GVQ446
65336,1201,6.3211,-75.5573,1439.18,27.5,GVQ446
65337,1198,6.32097,-75.5573,1439.32,27.5,GVQ446
65432,2041,6.33352,-75.5783,1581.95,26,GVQ446
65526,17,6.33355,-75.5783,1582.71,25.9,GVQ446
66391,1818,6.20702,-75.5618,1612.1,21.2,GVQ446
67642,8,6.21232,-75.5752,1495.99,20.9,GVQ446
67706,435,6.20938,-75.5658,1560.6,20.3,GVQ446
67708,4,6.20933,-75.5658,1560.68,20.3,GVQ446
67737,172,6.20708,-75.5616,1613.18,19.9,GVQ446
69664,11,6.20691,-75.5617,1613.93,19.4,GVQ446
69692,174,6.20973,-75.5673,1547.13,19.6,GVQ446
69704,6,6.20962,-75.5675,1546.39,19.5,GVQ446
69745,268,6.20761,-75.5648,1570.93,19.2,GVQ446
69754,3,6.20761,-75.5648,1570.93,18.9,GVQ446
69775,108,6.20711,-75.5616,1612.97,18.6,GVQ446
70247,9,6.2069,-75.5617,1614.03,18.7,GVQ446
70309,371,6.22283,-75.5763,1482.16,18.7,GVQ446
70311,367,6.2221,-75.5764,1482.62,18.7,GVQ446
70360,752,6.25098,-75.5763,1465.78,18.3,GVQ446
70369,4,6.25098,-75.5763,1465.78,18,GVQ446
70378,51,6.24953,-75.5766,1465.98,18,GVQ446
70380,46,6.24966,-75.5766,1465.95,18,GVQ446
70400,183,6.24775,-75.5776,1468.44,18,GVQ446
70425,4,6.24775,-75.5776,1468.44,18,GVQ446
70456,249,6.24883,-75.577,1467.62,18,GVQ446
70522,10,6.24883,-75.577,1467.62,17.9,GVQ446
70610,638,6.22712,-75.5765,1479.35,17.4,GVQ446
70612,637,6.22717,-75.5765,1479.29,17.4,GVQ446
70730,1367,6.20058,-75.5782,1500.19,16.4,GVQ446
76940,58,6.20056,-75.5783,1500.2,15.8,GVQ446
76950,171,6.20134,-75.5779,1499.19,15.8,GVQ446
76952,168,6.20124,-75.5779,1499.27,15.8,GVQ446
77020,616,6.19884,-75.5777,1503.6,15.4,GVQ446
77022,614,6.19854,-75.5778,1504.54,15.4,GVQ446
77088,948,6.21159,-75.5755,1492.89,15.1,GVQ446
77104,18,6.21143,-75.5755,1492.33,15.1,GVQ446
77582,1458,6.23573,-75.5451,1628.38,29.6,GVQ446
78820,28,6.02291,-75.4316,2143.21,21.4,GVQ446
78834,121,6.02274,-75.4318,2142.97,21.3,GVQ446
79461,26,6.02276,-75.4317,2143.01,20.8,GVQ446
79581,954,6.06614,-75.4642,2267.49,19.2,GVQ446
79583,952,6.06607,-75.464,2264.69,19.2,GVQ446
80005,4718,6.23573,-75.545,1627.5,18.2,GVQ446
80048,28,6.23572,-75.5451,1628.55,18.4,GVQ446
80393,2159,6.24447,-75.5951,1494.91,17.8,GVQ446
80663,49,6.24469,-75.5952,1494.89,17.5,GVQ446
80683,173,6.24639,-75.5977,1502.88,17.4,GVQ446
80685,170,6.24625,-75.5976,1502.52,17.4,GVQ446
80695,233,6.24804,-75.6003,1514.33,17.3,GVQ446
80697,229,6.24807,-75.6001,1513.68,17.3,GVQ446
81140,3239,6.23554,-75.5451,1631.64,13.9,GVQ446
82148,7,6.23566,-75.545,1628.62,13.1,GVQ446
82195,297,6.23763,-75.5522,1584.07,13.1,GVQ446
82197,295,6.23753,-75.5522,1584.38,13.1,GVQ446
82494,2339,6.19849,-75.5798,1502.28,12.1,GVQ446
86028,10,6.20059,-75.5783,1500.14,12.1,GVQ446
86042,112,6.20022,-75.5774,1502.37,12,GVQ446
86044,109,6.20032,-75.5774,1502.29,12,GVQ446
86158,823,6.17836,-75.5891,1526.22,11.4,GVQ446
86160,821,6.17843,-75.589,1525.97,11.4,GVQ446
86203,1070,6.17482,-75.5933,1531.84,11.2,GVQ446
86562,21,6.17483,-75.5933,1531.84,39.9,GVQ446
86676,784,6.20049,-75.5782,1500.3,39.6,GVQ446
89532,371,6.19553,-75.5791,1514.01,39.2,GVQ446
89776,1823,6.17212,-75.5621,1787.79,37,GVQ446
89778,1820,6.17236,-75.5622,1784,37,GVQ446
89850,2334,6.16945,-75.5699,1670.26,37,GVQ446
90233,39,6.16969,-75.5701,1674.97,37.1,GVQ446
90362,816,6.16337,-75.5729,1662.32,36.7,GVQ446
90463,6,6.16338,-75.5729,1662.29,36.6,GVQ446
90524,383,6.16786,-75.5691,1691.04,36.3,GVQ446
90545,14,6.16789,-75.5691,1690.73,36.2,GVQ446
90612,417,6.1694,-75.5701,1671.44,36.1,GVQ446
90701,37,6.16922,-75.57,1671.03,36.3,GVQ446
90770,464,6.18187,-75.5767,1551.32,36.4,GVQ446
90772,463,6.1818,-75.5766,1553.72,36.4,GVQ446
90790,575,6.18511,-75.5787,1539.55,36.3,GVQ446
90792,573,6.18486,-75.5788,1538.13,36.3,GVQ446
90877,1060,6.20055,-75.5783,1500.21,36.1,GVQ446
93072,33,6.20074,-75.5784,1499.69,36,GVQ446
93166,722,6.20329,-75.5669,1586.66,35.1,GVQ446
93411,9,6.20329,-75.5669,1586.66,35.1,GVQ446
93496,576,6.20336,-75.567,1585.56,34.6,GVQ446
93944,50,6.20336,-75.567,1585.56,34.6,GVQ446
94051,770,6.20057,-75.5783,1500.19,34.3,GVQ446
97435,65,6.20174,-75.5775,1500.03,34.3,GVQ446
97689,2088,6.17485,-75.5933,1531.9,33.2,GVQ446
97868,42,6.17479,-75.5933,1531.82,40,GVQ446
97971,772,6.20054,-75.578,1500.15,39.5,GVQ446
100084,36,6.20058,-75.578,1500.03,39.7,GVQ446
100122,392,6.19511,-75.5796,1514.75,39.4,GVQ446
100124,389,6.19518,-75.5795,1515.2,39.4,GVQ446
100378,2859,6.18616,-75.6486,1801.39,36.8,GVQ446
100503,2,6.18618,-75.6486,1801.48,36.7,GVQ446
100517,122,6.18572,-75.6475,1780.9,36.7,GVQ446
100519,116,6.18552,-75.6479,1785.2,36.7,GVQ446
100529,243,6.18381,-75.642,1722.8,37,GVQ446
100531,240,6.18385,-75.6421,1724.68,37,GVQ446
100589,664,6.17563,-75.6363,1653.07,37.1,GVQ446
100591,663,6.17567,-75.6364,1652.95,37.1,GVQ446
100680,1323,6.16446,-75.6162,1578.78,37.1,GVQ446
100683,76,0,0,-3492,37.1,GVQ446
100867,1355,6.25386,-75.5886,1475.25,35.9,GVQ446
101099,49,6.25385,-75.5886,1475.23,35.9,GVQ446
101219,768,6.23967,-75.5764,1472.2,35.3,GVQ446
101221,765,6.23966,-75.5766,1473.33,35.3,GVQ446
101396,1846,6.25754,-75.598,1493.44,34.5,GVQ446
101398,1844,6.25735,-75.598,1494.16,34.5,GVQ446
101661,3729,6.29642,-75.6083,2064.89,30.1,GVQ446
