257582,1475,6.18474,-75.5459,0,41,GVQ514,28
257642,1937,6.1531,-75.5413,0,34,GVQ514,25
257646,15,6.15313,-75.5412,0,35,GVQ514,25
257701,268,6.15431,-75.5375,0,37,GVQ514,23
257710,7,6.1543,-75.5374,0,38,GVQ514,22
258504,2245,6.21682,-75.6053,0,38,GVQ514,24
258622,537,6.21896,-75.5941,0,37,GVQ514,24
258946,902,6.2498,-75.5998,0,35,GVQ514,24
258948,899,6.24979,-75.5997,0,35,GVQ514,24
259262,2562,6.28017,-75.6215,0,26,GVQ514,20
259668,2024,6.24889,-75.581,0,21,GVQ514,17
259881,3811,6.21695,-75.6055,0,18,GVQ514,18
260004,37,6.21719,-75.6055,0,17,GVQ514,20
260097,694,6.21902,-75.5939,0,17,GVQ514,19
260099,21,6.21902,-75.5938,0,17,GVQ514,18
260556,2164,6.23222,-75.6049,0,10,GVQ514,24
260614,75,6.23217,-75.6046,0,54,GVQ514,23
260855,1471,6.20688,-75.5987,0,52,GVQ514,25
261532,60,6.21706,-75.6054,0,50,GVQ514,22
261685,1353,6.23197,-75.6046,0,49,GVQ514,25
261984,484,6.2258,-75.6004,0,100,GVQ514,23
262556,4449,6.21206,-75.5786,0,95,GVQ514,22
342948,51,6.17291,-75.5977,0,78,GVQ514,23
343133,1423,6.30889,-75.5552,0,75,GVQ514,24
343135,7,6.30889,-75.5552,0,75,GVQ514,24
343709,3936,6.25091,-75.5752,0,68,GVQ514,29
343711,12,6.25086,-75.5752,0,68,GVQ514,30
344144,4731,6.13947,-75.2642,0,44,GVQ514,16
344146,19,6.13948,-75.2643,0,44,GVQ514,17
344676,2627,6.24235,-75.554,0,30,GVQ514,27
344867,76,6.24844,-75.5834,0,27,GVQ514,19
345036,1734,6.25663,-75.5871,0,25,GVQ514,18
345041,44,6.25659,-75.5871,0,24,GVQ514,18
345349,2453,6.23234,-75.6047,0,21,GVQ514,19
345464,53,6.23235,-75.6047,0,100,GVQ514,19
345516,352,6.23316,-75.6126,0,100,GVQ514,18
345572,9,6.1729,-75.5977,0,49,GVQ514,23
345628,395,6.17484,-75.5933,0,48,GVQ514,25
345714,36,6.17492,-75.5932,0,99,GVQ514,29
345748,230,6.17941,-75.5967,0,99,GVQ514,29
345750,6,6.1794,-75.5967,0,99,GVQ514,31
345813,748,6.1718,-75.5993,0,99,GVQ514,30
345815,21,6.17212,-75.599,0,99,GVQ514,27
345824,92,6.17289,-75.5977,0,99,GVQ514,27
345829,43,6.17293,-75.5977,0,99,GVQ514,19
345867,564,6.17451,-75.5877,0,99,GVQ514,18
345869,22,6.17442,-75.5878,0,99,GVQ514,19
345942,650,6.1962,-75.5749,0,97,GVQ514,19
345945,10,6.1962,-75.5749,0,98,GVQ514,22
346166,1976,6.24479,-75.5922,0,95,GVQ514,20
346168,66,6.24482,-75.5922,0,94,GVQ514,19
346416,1990,6.17452,-75.5878,0,89,GVQ514,19
346418,58,6.1745,-75.5878,0,89,GVQ514,18
346541,1000,6.17291,-75.5978,0,88,GVQ514,19
346643,221,6.17288,-75.5978,0,55,GVQ514,32
346747,1001,6.16905,-75.5817,0,52,GVQ514,29
346749,31,6.16905,-75.5817,0,52,GVQ514,29
346970,1597,6.14621,-75.6228,0,47,GVQ514,28
346972,77,6.14618,-75.6228,0,48,GVQ514,27
347202,1674,6.27142,-75.5771,0,44,GVQ514,26
347312,64,6.2714,-75.5771,0,99,GVQ514,25
348188,7110,6.16905,-75.5816,0,97,GVQ514,19
348193,219,6.16842,-75.587,1571.12,97,GVQ514,18
348382,2029,6.16907,-75.5817,1578.43,93,GVQ514,18
348389,56,6.16902,-75.5817,1578.58,93,GVQ514,17
348502,751,6.17292,-75.5977,1541.92,91,GVQ514,17
348515,44,6.17295,-75.5977,1541.75,91,GVQ514,23
349018,4389,6.23325,-75.607,1555.04,85,GVQ514,21
349030,35,6.23319,-75.6069,1555.44,85,GVQ514,19
349358,2397,6.1728,-75.5977,1542.6,82,GVQ514,19
349364,4,6.17282,-75.5977,1542.48,82,GVQ514,26
349724,1177,6.17487,-75.5933,1534.95,76,GVQ514,26
349799,9,6.17488,-75.5933,1534.84,100,GVQ514,26
349877,666,6.16105,-75.6048,1560.2,100,GVQ514,31
349926,23,6.15402,-75.6173,1591.04,98,GVQ514,30
350086,1064,6.16985,-75.6144,1580.99,94,GVQ514,27
