id	drivetime	latitude	longitude	elevation	soc	vehicle_id	ext_temp
83	389	6.20218	-75.5573	1722.88	100	GHW284	23
99	112	6.20217	-75.5573	1722.65	100	GHW284	23
142	380	6.2022	-75.5572	1724.54	100	GHW284	23
144	389	6.20217	-75.5572	1723.99	100	GHW284	23
749	4391	6.19963	-75.579	1501.03	89	GHW284	23
751	4400	6.19963	-75.579	1501.03	89	GHW284	23
766	144	6.19966	-75.579	1500.94	89	GHW284	23
771	57	6.19963	-75.579	1501.03	89	GHW284	23
1790	7931	6.19812	-75.558	1720.87	58	GHW284	21
2050	1675	6.15236	-75.5816	1709.79	53	GHW284	19
2280	1490	6.17226	-75.6072	1558.01	53	GHW284	21
2286	9	6.17226	-75.6072	1558.01	53	GHW284	21
2495	1475	6.19695	-75.5601	1727.36	48	GHW284	22
2707	1150	6.19963	-75.5791	1501.15	90	GHW284	25
2779	688	6.19975	-75.5795	1500.17	89	GHW284	22
2782	57	6.19975	-75.5795	1500.17	89	GHW284	21
3382	316	6.15307	-75.5412	2512.58	69	GHW284	18
3396	124	6.1531	-75.5412	2512.49	69	GHW284	19
4194	6311	6.19925	-75.578	1501.86	90	GHW284	21
4211	193	6.19926	-75.578	1501.78	89	GHW284	21
5465	9760	6.19928	-75.578	1501.61	68	GHW284	26
5525	174	6.19928	-75.578	1501.61	68	GHW284	25
5550	180	6.19963	-75.579	1501.03	68	GHW284	26
6197	4913	6.15312	-75.5413	2512.65	41	GHW284	21
6840	4887	6.1723	-75.6072	1557.97	55	GHW284	23
7022	1156	6.20806	-75.5672	1548.68	52	GHW284	22
7037	107	6.20858	-75.5669	1549.53	52	GHW284	22
7039	8	6.20858	-75.5669	1549.53	52	GHW284	22
7175	1293	6.15311	-75.5412	2512.43	35	GHW284	13
7185	122	6.15314	-75.5412	2512.31	41	GHW284	13
7513	2440	6.17253	-75.6073	1557.96	64	GHW284	20
7799	2092	6.19751	-75.5788	1503.68	62	GHW284	23
8379	4771	6.15312	-75.5412	2512.38	42	GHW284	19
8385	45	6.15311	-75.5412	2512.43	42	GHW284	20
8391	46	6.1531	-75.5412	2512.49	42	GHW284	22
9158	4727	6.19747	-75.5788	1503.66	86	GHW284	28
9208	415	6.19973	-75.5794	1500.38	85	GHW284	28
11023	13473	6.19981	-75.5795	1500.39	62	GHW284	24
11069	281	6.19773	-75.5793	1504.04	62	GHW284	24
11285	1619	6.19697	-75.5601	1727.4	56	GHW284	20
11574	1754	6.17227	-75.6072	1558	82	GHW284	22
11621	230	6.19942	-75.5796	1501.23	80	GHW284	21
12659	6532	6.17115	-75.6066	1557.38	53	GHW284	18
13046	2551	6.19751	-75.5786	1504.1	48	GHW284	22
13060	69	6.19793	-75.5792	1503.83	48	GHW284	22
13164	792	6.17842	-75.5674	1704.96	43	GHW284	27
13197	109	6.1985	-75.5753	1526.91	36	GHW284	25
13346	1087	6.19945	-75.5795	1501.41	96	GHW284	20
13348	1096	6.19945	-75.5795	1501.41	96	GHW284	20
14134	5809	6.19947	-75.5795	1501.33	74	GHW284	20
14253	728	6.17157	-75.6067	1557.54	70	GHW284	20
14742	2613	6.16891	-75.5962	1541.28	62	GHW284	25
15163	1233	6.18914	-75.561	1760.46	57	GHW284	27
15374	1539	6.197	-75.5602	1717.54	52	GHW284	21
15501	853	6.19752	-75.5786	1504.07	98	GHW284	23
15510	45	6.1978	-75.5791	1503.72	98	GHW284	23
16428	6768	6.17123	-75.6021	1542.34	80	GHW284	27
16787	784	6.19749	-75.5786	1504.16	71	GHW284	28
16809	73	6.19752	-75.579	1503.77	71	GHW284	30
16888	522	6.19756	-75.579	1503.75	71	GHW284	27
17674	2708	6.1527	-75.5461	2448.23	51	GHW284	21
18268	857	6.19751	-75.5789	1503.6	52	GHW284	27
21062	117	6.19844	-75.5757	1519.26	92	FRV020	24
21778	215	6.19776	-75.5794	1504.07	64	FRV020	23
21910	189	6.1531	-75.5412	2512.49	33	FRV020	15
21922	29	6.1531	-75.5412	2512.49	36	FRV020	15.5
21926	22	6.15309	-75.5412	2512.54	38	FRV020	17
22243	2	6.23843	-75.5729	1472.63	77	FRV020	21
22246	3	6.23976	-75.5779	1470.43	76	FRV020	21.5
22249	1	6.23828	-75.5774	1471.83	76	FRV020	21.5
22263	67	6.20965	-75.5789	1493.75	75	FRV020	22
22267	2	6.20806	-75.5792	1494.33	74	FRV020	22
25036	580	6.18072	-75.5689	1676.86	95	FRV020	27
25270	720	6.19966	-75.5775	1502.9	93	FRV020	26
25807	5	6.25154	-75.6084	1533.29	65	FRV020	25
25811	1	6.25067	-75.6094	1540.37	65	FRV020	25
25813	1	6.25022	-75.6101	1546.33	65	FRV020	25
25823	2	6.25058	-75.6128	1561.89	64	FRV020	24.5
25826	1	6.25118	-75.6138	1560.32	64	FRV020	24.5
25828	2	6.25139	-75.6141	1562.51	64	FRV020	24.5
26319	342	6.2451	-75.5907	1484.5	52	FRV020	24
26575	781	6.24674	-75.6147	1594.23	47	FRV020	22
26774	103	6.25076	-75.6047	1525.79	45	FRV020	21.5
26776	1	6.25073	-75.6042	1523.64	45	FRV020	21.5
26788	1	6.2552	-75.5935	1483.54	45	FRV020	22.5
26802	2	6.25383	-75.5821	1469.56	44	FRV020	22.5
26808	1	6.25656	-75.5808	1468.78	44	FRV020	22.5
26817	54	6.26507	-75.5778	1472.29	43	FRV020	22.5
26827	2	6.29066	-75.5688	1504.45	41	FRV020	22
26831	1	6.29228	-75.5683	1512.54	41	FRV020	22
26834	8	6.29295	-75.5681	1515.9	40	FRV020	22
26855	1	6.30316	-75.562	1496.42	40	FRV020	22.5
26864	1	6.30675	-75.5604	1480.54	40	FRV020	22
26867	1	6.30907	-75.5599	1469.54	40	FRV020	22
26873	1	6.3153	-75.557	1440.75	40	FRV020	22
32466	10	6.30867	-75.5584	1445.73	95	FVQ731	28.5
32472	2	6.31186	-75.5581	1446.87	94	FVQ731	27.5
32476	2	6.31332	-75.557	1444.01	94	FVQ731	27.5
32484	7	6.31378	-75.5583	1455.08	94	FVQ731	27.5
32490	83	6.31376	-75.5583	1455.06	94	FVQ731	27.5
36681	93	6.26488	-75.5993	1501.89	55	FVQ731	23.5
36690	60	6.26489	-75.5993	1501.96	54	FVQ731	24
37441	304	6.26491	-75.5993	1502.1	25	FVQ731	22.5
38397	312	6.26491	-75.5993	1502.1	25	FVQ731	23.5
38541	245	6.26491	-75.5993	1502.1	25	FVQ731	23.5
38810	317	6.23205	-75.6045	1535	19	FVQ731	25.5
38829	50	6.23243	-75.6047	1538.29	19	FVQ731	25.5
39055	1252	6.19771	-75.5794	1504.13	26	FVQ731	26.5
39079	23	6.19771	-75.5794	1504.13	26	FVQ731	28.5
41997	1480	6.20063	-75.5782	1500.09	100	GHW284	18
41999	1487	6.20063	-75.5782	1500.09	100	GHW284	18
42040	64	6.20059	-75.5782	1500.17	100	GVQ446	22
42941	3203	6.15284	-75.6109	1581.86	95	GVQ446	19
43738	1648	6.19315	-75.5798	1510.94	94	GVQ446	19
44002	2423	6.17861	-75.4415	2161.31	77	GVQ446	14
44491	3991	6.15305	-75.6117	1579.47	69	GVQ446	20
44941	1102	6.20053	-75.5783	1500.24	67	GVQ446	28
45352	2381	6.15276	-75.6114	1581.01	61	GVQ446	24
45354	2388	6.15278	-75.6114	1580.99	61	GVQ446	24
45358	21	6.15298	-75.6113	1579.92	61	GVQ446	24
46282	1426	6.20055	-75.5782	1500.22	59	GVQ446	20
46573	1282	6.17487	-75.5933	1531.96	56	GVQ446	31
46805	692	6.20061	-75.5782	1500.14	100	GVQ446	31
47492	4550	6.18598	-75.6482	1789.9	95	GVQ446	17
47794	1810	6.11728	-75.6297	1737.98	91	GVQ446	16
48098	2088	6.1859	-75.6486	1800.48	83	GVQ446	15
48127	225	6.18217	-75.6418	1710	83	GVQ446	15
48633	2589	6.18588	-75.6484	1794.53	63	GVQ446	15
49602	3367	6.25576	-75.6193	1557.26	58	GVQ446	27
49616	92	6.25576	-75.6193	1557.26	57	GVQ446	30
49973	2158	6.28105	-75.6064	1746.43	52	GVQ446	29
50452	2842	6.20057	-75.5782	1500.2	49	GVQ446	32
55099	1694	6.17479	-75.5933	1531.82	44	GVQ446	26
55101	1701	6.17479	-75.5933	1531.82	44	GVQ446	26
55145	288	6.17479	-75.5933	1531.82	44	GVQ446	26
55361	541	6.20054	-75.5782	1500.23	100	GVQ446	20
55363	548	6.20055	-75.5782	1500.22	100	GVQ446	20
56514	1617	6.27375	-75.5806	1496.35	79	GVQ446	27
56632	647	6.27727	-75.5873	1556.77	77	GVQ446	25
56647	55	6.27698	-75.5875	1552.31	77	GVQ446	25
57972	2326	6.20059	-75.5783	1500.14	73	GVQ446	26
59657	2709	6.23189	-75.6043	1532.98	67	GVQ446	31
59672	123	6.2322	-75.6045	1536.57	79	GVQ446	27
59817	1106	6.24543	-75.6173	1615.34	84	GVQ446	29
59952	306	6.24916	-75.6107	1556.54	84	GVQ446	27
60090	941	6.26874	-75.6028	1565.82	82	GVQ446	26
60437	1889	6.23256	-75.6049	1538.36	79	GVQ446	21
60728	950	6.26869	-75.6028	1564.28	77	GVQ446	19
61444	3243	6.17721	-75.5904	1527.09	72	GVQ446	23
61517	440	6.17909	-75.5884	1524.52	71	GVQ446	22
61537	22	6.17885	-75.5876	1529.76	70	GVQ446	23
61542	133	6.17894	-75.5878	1526.73	70	GVQ446	23
61641	754	6.23939	-75.5864	1477.8	89	GVQ446	25
61665	314	6.20056	-75.5783	1500.2	77	GVQ446	27
65131	46	6.20183	-75.5777	1499.41	76	GVQ446	30
65139	91	6.20172	-75.5775	1500.05	76	GVQ446	31
65149	151	6.20151	-75.5775	1500.03	76	GVQ446	30
65163	207	6.19554	-75.5792	1513.49	75	GVQ446	28
65177	277	6.20185	-75.5793	1498.81	75	GVQ446	28
65190	327	6.21086	-75.5781	1492.34	74	GVQ446	28
65198	394	6.22411	-75.5763	1481.2	74	GVQ446	27
65211	460	6.23544	-75.5757	1473.34	74	GVQ446	27
65221	513	6.24295	-75.5783	1469.89	74	GVQ446	27
65232	566	6.25083	-75.5787	1465.47	73	GVQ446	27
65248	628	6.25987	-75.5734	1461.27	73	GVQ446	26
65255	689	6.2651	-75.575	1459.92	73	GVQ446	26
65268	753	6.27409	-75.573	1464.14	73	GVQ446	27
65280	811	6.28403	-75.5709	1477.75	72	GVQ446	26
65295	887	6.29497	-75.5674	1526.98	71	GVQ446	27
65303	927	6.29923	-75.5657	1524.93	71	GVQ446	26
65311	997	6.30388	-75.5608	1491.25	71	GVQ446	26
65321	1047	6.31033	-75.5593	1459.74	71	GVQ446	26
65325	1117	6.31819	-75.5571	1440.16	71	GVQ446	26
65334	1167	6.32051	-75.5573	1439.6	71	GVQ446	27
65337	1198	6.32097	-75.5573	1439.32	71	GVQ446	27
65343	1293	6.32137	-75.5578	1440.32	71	GVQ446	27
65348	1343	6.32161	-75.5595	1451.43	71	GVQ446	27
65360	1420	6.32601	-75.5609	1445.57	71	GVQ446	26
65364	1458	6.32701	-75.5609	1439.96	71	GVQ446	27
65373	1534	6.33	-75.5623	1444.6	70	GVQ446	26
65382	1588	6.33242	-75.5614	1444.09	70	GVQ446	27
65391	1706	6.33548	-75.5626	1470.34	70	GVQ446	27
65400	1770	6.33495	-75.5669	1514.23	69	GVQ446	26
65407	1814	6.33481	-75.57	1527.95	69	GVQ446	26
65417	1950	6.33316	-75.576	1572.01	68	GVQ446	25
65426	2006	6.33349	-75.5783	1581.12	67	GVQ446	24
65432	2041	6.33352	-75.5783	1581.95	67	GVQ446	24
65472	12	6.20051	-75.5782	1500.27	61	EGZ112	27
65474	72	6.20052	-75.5783	1500.25	61	EGZ112	27
65478	192	6.20064	-75.578	1500.17	60	EGZ112	27
65488	247	6.20185	-75.5778	1499.17	60	EGZ112	27
65496	296	6.20182	-75.5779	1499.41	60	EGZ112	27
65505	363	6.20098	-75.5777	1499.98	60	EGZ112	27
65515	427	6.20146	-75.5777	1499.4	60	EGZ112	27
65518	441	6.20142	-75.5777	1499.43	60	EGZ112	27
65568	232	6.33456	-75.5701	1528.32	67	GVQ446	22
65579	279	6.33533	-75.568	1523.12	67	GVQ446	22
65587	344	6.33445	-75.5671	1512.19	67	GVQ446	22
65852	1498	6.26254	-75.5677	1464.25	63	GVQ446	25
65854	1095	6.2027	-75.5844	1500.97	58	EGZ112	26
65865	1155	6.20315	-75.5851	1500.62	58	EGZ112	26
65870	1179	6.20332	-75.5854	1500.61	58	EGZ112	27
65881	1276	6.20407	-75.5868	1506.52	58	EGZ112	27
65893	1332	6.2045	-75.5875	1502.39	58	EGZ112	27
65901	1392	6.20491	-75.5883	1503	58	EGZ112	27
65911	1454	6.20587	-75.589	1517.27	57	EGZ112	27
65917	1508	6.2064	-75.5891	1511.19	57	EGZ112	27
65927	1577	6.20714	-75.5892	1503.74	57	EGZ112	26
66391	1818	6.20702	-75.5618	1612.1	55	GVQ446	19
66402	3520	6.20329	-75.5986	1565.73	53	EGZ112	22
66411	3576	6.20285	-75.5969	1559.69	53	EGZ112	22
66421	3639	6.20197	-75.5938	1569.98	53	EGZ112	22
66431	3696	6.20182	-75.5907	1514.53	54	EGZ112	22
66440	3757	6.20479	-75.5887	1505.16	53	EGZ112	22
66448	3820	6.2049	-75.5883	1503.03	53	EGZ112	22
66458	3875	6.20378	-75.5866	1503.36	53	EGZ112	22
66466	3940	6.20355	-75.5868	1503.3	53	EGZ112	22
66474	4001	6.2036	-75.5871	1503.2	53	EGZ112	22
66483	4057	6.20375	-75.5872	1502.34	53	EGZ112	22
66490	4121	6.20392	-75.5872	1502.36	53	EGZ112	22
66499	4178	6.20481	-75.5869	1501.6	53	EGZ112	22
66508	4231	6.20466	-75.5849	1499.73	53	EGZ112	22
66517	4297	6.20571	-75.5843	1499.48	53	EGZ112	22
66526	4353	6.20532	-75.5826	1498.63	53	EGZ112	22
66536	4416	6.20495	-75.5818	1498.5	53	EGZ112	22
66545	4482	6.20118	-75.5757	1515.79	52	EGZ112	22
66553	4536	6.20059	-75.5759	1517.81	52	EGZ112	22
66563	4599	6.19916	-75.5763	1514.95	52	EGZ112	22
66570	4641	6.19821	-75.5755	1521.62	52	EGZ112	22
66578	4718	6.19773	-75.5754	1524.09	52	EGZ112	22
66588	4781	6.19698	-75.5755	1532.03	52	EGZ112	22
66595	4831	6.19665	-75.5754	1536.56	52	EGZ112	22
66605	4900	6.19547	-75.5746	1549.98	51	EGZ112	22
66613	4960	6.19348	-75.5715	1593.28	51	EGZ112	22
66622	5016	6.19308	-75.5708	1602.7	51	EGZ112	22
66629	5058	6.19274	-75.57	1616.64	50	EGZ112	22
66633	5135	6.19196	-75.569	1642.45	50	EGZ112	22
66643	5199	6.1922	-75.5682	1647.61	50	EGZ112	22
66650	5242	6.19187	-75.5675	1656.64	50	EGZ112	22
66657	5319	6.19075	-75.5677	1657.68	50	EGZ112	22
66666	5376	6.19009	-75.568	1654.81	50	EGZ112	22
66674	5440	6.18913	-75.5677	1659.9	50	EGZ112	22
66683	5501	6.18803	-75.5676	1639.79	50	EGZ112	22
66691	5557	6.18732	-75.5678	1635.26	50	EGZ112	22
66699	5620	6.1866	-75.5698	1637.44	49	EGZ112	22
66708	5678	6.18137	-75.5703	1666.74	49	EGZ112	22
66715	5738	6.18168	-75.5666	1708.77	48	EGZ112	21
66725	5802	6.18031	-75.5655	1723.24	48	EGZ112	21
66733	5842	6.18105	-75.5658	1711.38	48	EGZ112	21
66744	5920	6.18073	-75.5654	1716.08	48	EGZ112	21
66753	5976	6.18072	-75.5654	1716.06	48	EGZ112	21
66761	6039	6.18072	-75.5654	1716.06	48	EGZ112	21
66770	6096	6.18072	-75.5654	1716.06	48	EGZ112	21
66777	6159	6.18067	-75.5654	1716.12	48	EGZ112	21
66785	6222	6.1803	-75.5655	1723.45	48	EGZ112	21
66794	6278	6.18	-75.5636	1746.87	47	EGZ112	21
66803	6338	6.17825	-75.5616	1770.99	47	EGZ112	21
66815	6401	6.17824	-75.5616	1770.96	47	EGZ112	21
67054	834	6.21569	-75.5697	1530.92	55	GVQ446	18
67065	7355	6.18073	-75.5658	1711.92	45	EGZ112	20
67074	7413	6.18078	-75.5658	1711.77	45	EGZ112	20
67085	7474	6.18078	-75.5658	1711.77	45	EGZ112	20
67094	7533	6.18117	-75.5652	1711.45	45	EGZ112	20
67104	7591	6.18328	-75.5638	1726.91	45	EGZ112	20
67113	7655	6.18556	-75.5616	1750.15	45	EGZ112	20
67125	7716	6.19153	-75.5603	1758.73	44	EGZ112	20
67135	7776	6.19242	-75.5602	1757.2	44	EGZ112	20
67141	7833	6.19498	-75.562	1694.35	45	EGZ112	20
67152	7893	6.19444	-75.5637	1677.52	45	EGZ112	19
67162	7954	6.19406	-75.5634	1682.98	45	EGZ112	20
67172	8017	6.19384	-75.563	1691.41	44	EGZ112	20
67179	8060	6.19384	-75.563	1691.41	44	EGZ112	20
67188	8131	6.19095	-75.5633	1712.99	44	EGZ112	20
67198	8194	6.18835	-75.5645	1707.2	44	EGZ112	19
67204	8254	6.18841	-75.5648	1704.89	44	EGZ112	19
67213	8314	6.18878	-75.565	1702.99	44	EGZ112	19
67220	8370	6.18916	-75.565	1701.51	44	EGZ112	19
67225	8407	6.1895	-75.565	1694.7	44	EGZ112	19
67235	8552	6.19001	-75.5651	1687.4	44	EGZ112	20
67239	8595	6.19023	-75.5651	1684.68	44	EGZ112	20
67249	8669	6.19078	-75.5655	1674.8	44	EGZ112	20
67256	8712	6.1911	-75.5658	1672.16	44	EGZ112	20
67266	8791	6.19133	-75.5659	1670.89	44	EGZ112	20
67275	8847	6.19154	-75.5666	1667.03	44	EGZ112	20
67281	8910	6.19194	-75.5676	1655.52	44	EGZ112	20
67291	8973	6.19347	-75.5716	1592.17	44	EGZ112	20
67298	9034	6.19487	-75.5737	1565.16	44	EGZ112	20
67307	9093	6.19586	-75.5748	1543.43	44	EGZ112	20
67314	9135	6.19736	-75.5754	1528.21	45	EGZ112	20
67322	9211	6.20307	-75.5773	1498.16	44	EGZ112	20
67331	9267	6.20573	-75.5839	1498.79	44	EGZ112	20
67337	9316	6.20625	-75.5853	1499.13	44	EGZ112	20
67347	9390	6.20642	-75.5855	1499.08	44	EGZ112	20
67354	9432	6.20642	-75.5855	1499.08	44	EGZ112	20
67363	9510	6.20655	-75.5859	1499.5	44	EGZ112	20
67372	9568	6.20655	-75.5859	1499.5	44	EGZ112	20
67382	9632	6.20667	-75.5868	1500.42	44	EGZ112	20
67532	494	6.21236	-75.5752	1495.97	54	GVQ446	19
67534	501	6.21232	-75.5752	1495.99	54	GVQ446	19
67540	10261	6.20275	-75.6004	1572.36	42	EGZ112	20
67549	10321	6.20273	-75.6014	1576.47	42	EGZ112	20
67560	10392	6.20272	-75.6016	1577.56	42	EGZ112	20
67585	107	6.20322	-75.6036	1613.55	41	EGZ112	20
67593	156	6.20339	-75.6054	1638.38	41	EGZ112	20
67604	225	6.20318	-75.6057	1641.78	41	EGZ112	20
67612	274	6.20322	-75.6058	1636.35	41	EGZ112	20
67619	385	6.20316	-75.6058	1638.73	41	EGZ112	20
67622	6	6.20317	-75.6058	1638.33	41	EGZ112	20
67643	15	6.21232	-75.5752	1495.99	54	GVQ446	21
67658	131	6.21096	-75.5713	1521.94	53	GVQ446	20
67665	189	6.21034	-75.5696	1532.85	53	GVQ446	20
67677	268	6.20966	-75.5678	1543.74	53	GVQ446	20
67687	311	6.20929	-75.5668	1550.01	53	GVQ446	20
67704	429	6.20957	-75.5657	1559.89	52	GVQ446	20
67706	435	6.20938	-75.5658	1560.6	52	GVQ446	20
67708	4	6.20933	-75.5658	1560.68	52	GVQ446	20
67720	87	6.2086	-75.5651	1563.21	52	GVQ446	20
67734	156	6.2073	-75.5616	1611.39	51	GVQ446	19
67737	172	6.20708	-75.5616	1613.18	51	GVQ446	19
69048	15	6.20331	-75.6058	1633.3	42	EGZ112	18
69050	75	6.2033	-75.6058	1633.61	42	EGZ112	18
69057	165	6.20298	-75.6059	1642.33	42	EGZ112	18
69067	228	6.20343	-75.6056	1631.66	42	EGZ112	18
69076	287	6.20375	-75.6036	1603.92	42	EGZ112	18
69090	348	6.20278	-75.6001	1570.25	42	EGZ112	18
69098	402	6.20315	-75.5992	1568.9	42	EGZ112	18
69105	468	6.2033	-75.5981	1560.3	42	EGZ112	18
69115	525	6.202	-75.5949	1564.16	42	EGZ112	18
69121	586	6.20188	-75.591	1518.87	42	EGZ112	18
69133	643	6.20494	-75.5886	1504.56	42	EGZ112	18
69144	685	6.20368	-75.586	1501.39	42	EGZ112	19
69155	767	6.20002	-75.5846	1503.88	42	EGZ112	19
69167	825	6.19701	-75.5854	1506.79	42	EGZ112	19
69174	855	6.19678	-75.5853	1507.5	42	EGZ112	19
69186	947	6.19544	-75.5821	1512.29	41	EGZ112	19
69197	1004	6.1955	-75.581	1506.99	41	EGZ112	19
69204	1055	6.20015	-75.5795	1500.76	41	EGZ112	19
69213	1121	6.20185	-75.5791	1498.8	41	EGZ112	19
69223	1181	6.20172	-75.5779	1499.25	41	EGZ112	19
69232	1243	6.20058	-75.5783	1500.18	41	EGZ112	19
69242	1306	6.20054	-75.5783	1500.23	41	EGZ112	20
69244	1313	6.20054	-75.5783	1500.23	41	EGZ112	20
69247	11	6.20054	-75.5782	1500.23	41	EGZ112	20
69252	102	6.20056	-75.5782	1500.21	41	EGZ112	21
69254	116	6.20056	-75.5782	1500.21	41	EGZ112	21
69664	11	6.20691	-75.5617	1613.93	51	GVQ446	20
69674	66	6.20814	-75.5637	1581.15	51	GVQ446	20
69683	131	6.20961	-75.5658	1560.12	51	GVQ446	22
69692	174	6.20973	-75.5673	1547.13	51	GVQ446	22
69696	11	6.20963	-75.5674	1546.85	51	GVQ446	22
69710	50	6.20912	-75.5664	1551.78	51	GVQ446	23
69719	119	6.20796	-75.5665	1554.08	51	GVQ446	23
69734	195	6.20742	-75.565	1571.42	51	GVQ446	23
69741	242	6.20761	-75.5648	1570.93	51	GVQ446	23
69745	268	6.20761	-75.5648	1570.93	51	GVQ446	23
69765	52	6.20744	-75.5629	1595	50	GVQ446	23
69775	108	6.20711	-75.5616	1612.97	49	GVQ446	23
69826	52	6.20062	-75.5783	1500.02	41	EGZ112	29
69833	105	6.20068	-75.578	1500.24	41	EGZ112	29
69843	178	6.20183	-75.5776	1500.2	41	EGZ112	29
69853	234	6.19863	-75.5779	1503.54	40	EGZ112	29
69862	297	6.19521	-75.5794	1515.35	40	EGZ112	28
69873	349	6.19546	-75.5821	1512.12	40	EGZ112	28
69878	441	6.19823	-75.5851	1505.94	40	EGZ112	28
69887	531	6.19977	-75.5847	1504.36	40	EGZ112	27
69898	592	6.2023	-75.5841	1501.77	39	EGZ112	27
69906	651	6.20386	-75.5863	1503.12	39	EGZ112	27
69915	712	6.20429	-75.5871	1502.46	39	EGZ112	27
69917	719	6.20428	-75.5871	1502.54	39	EGZ112	27
69925	833	6.20543	-75.5887	1508.35	39	EGZ112	27
69934	889	6.20701	-75.5891	1504.03	39	EGZ112	27
69943	954	6.20819	-75.5904	1510.9	39	EGZ112	27
69951	989	6.20857	-75.5933	1511.55	39	EGZ112	27
69962	1134	6.21632	-75.5978	1500.74	38	EGZ112	27
69970	1183	6.22012	-75.5987	1509.14	38	EGZ112	27
69977	1250	6.22295	-75.5978	1519.09	38	EGZ112	27
69987	1313	6.22555	-75.5972	1513.8	38	EGZ112	27
69994	1431	6.22868	-75.5964	1508.25	38	EGZ112	27
70002	1487	6.22868	-75.5964	1508.25	37	EGZ112	27
70012	1555	6.22904	-75.5963	1507.79	37	EGZ112	27
70019	1612	6.23008	-75.5962	1506.16	37	EGZ112	27
70021	1613	6.2301	-75.5962	1506.09	37	EGZ112	27
70028	1735	6.23271	-75.5964	1505.06	37	EGZ112	28
70035	1791	6.23414	-75.5964	1504.87	37	EGZ112	28
70045	1850	6.23694	-75.5965	1499.2	37	EGZ112	27
70052	1892	6.23786	-75.5967	1499.8	37	EGZ112	27
70061	2328	6.23967	-75.5805	1475.19	36	EGZ112	29
70066	2377	6.23864	-75.5776	1471.95	36	EGZ112	29
70075	2450	6.23358	-75.576	1476.09	36	EGZ112	29
70082	2511	6.23187	-75.5759	1474.76	36	EGZ112	29
70084	2518	6.23156	-75.5759	1472.73	36	EGZ112	29
70089	2623	6.22346	-75.577	1481.64	35	EGZ112	29
70099	2692	6.2175	-75.5778	1485.36	35	EGZ112	29
70108	2748	6.21422	-75.5783	1489.15	35	EGZ112	29
70118	2812	6.20986	-75.5789	1493.37	35	EGZ112	29
70120	2819	6.20942	-75.579	1493.69	35	EGZ112	29
70125	2933	6.20087	-75.5802	1500.13	34	EGZ112	29
70134	2990	6.19974	-75.5804	1501.07	34	EGZ112	29
70144	3053	6.19862	-75.5807	1502.04	34	EGZ112	29
70153	3109	6.19803	-75.5809	1502.55	34	EGZ112	29
70155	3116	6.19797	-75.5809	1502.51	34	EGZ112	29
70165	3233	6.19577	-75.5818	1505.53	34	EGZ112	29
70174	3290	6.19538	-75.5819	1509.91	34	EGZ112	29
70182	3353	6.19476	-75.581	1509.09	34	EGZ112	29
70194	3414	6.19908	-75.5797	1501.4	34	EGZ112	28
70196	3420	6.19928	-75.5796	1501.22	34	EGZ112	28
70206	3532	6.20183	-75.5782	1499.82	34	EGZ112	28
70217	3590	6.20057	-75.5782	1500.2	33	EGZ112	28
70228	3655	6.20057	-75.5782	1500.2	33	EGZ112	28
70231	3670	6.20058	-75.5782	1500.19	33	EGZ112	28
70255	39	6.20723	-75.5621	1607.12	49	GVQ446	22
70298	313	6.21375	-75.5773	1491.75	49	GVQ446	24
70309	371	6.22283	-75.5763	1482.16	49	GVQ446	24
70319	428	6.23318	-75.5749	1476.95	49	GVQ446	25
70350	689	6.25098	-75.5763	1465.78	48	GVQ446	26
70360	752	6.25098	-75.5763	1465.78	48	GVQ446	26
70378	51	6.24953	-75.5766	1465.98	48	GVQ446	27
70390	110	6.24753	-75.5766	1467.53	48	GVQ446	26
70396	160	6.24771	-75.5774	1468.41	48	GVQ446	26
70398	176	6.24776	-75.5776	1468.44	48	GVQ446	26
70400	183	6.24775	-75.5776	1468.44	48	GVQ446	26
70430	35	6.24787	-75.5779	1467.85	48	GVQ446	24
70445	182	6.2495	-75.5768	1466.06	48	GVQ446	25
70453	242	6.24883	-75.577	1467.62	48	GVQ446	25
70456	249	6.24883	-75.577	1467.62	48	GVQ446	25
70460	19	6.24882	-75.577	1467.72	47	GVQ446	25
70534	108	6.2484	-75.5772	1466.89	47	GVQ446	26
70541	151	6.24819	-75.5772	1467.7	47	GVQ446	26
70555	213	6.24745	-75.5774	1468.68	47	GVQ446	26
70561	270	6.24804	-75.5802	1463.69	47	GVQ446	26
70571	333	6.24319	-75.5789	1467.09	47	GVQ446	25
70580	393	6.23636	-75.5767	1472.95	46	GVQ446	26
70590	460	6.23434	-75.5761	1475.76	46	GVQ446	26
70597	502	6.23322	-75.576	1476.19	46	GVQ446	26
70601	544	6.23204	-75.576	1475.83	46	GVQ446	26
70610	638	6.22712	-75.5765	1479.35	46	GVQ446	26
70619	687	6.22225	-75.5772	1483.19	46	GVQ446	26
70631	760	6.21306	-75.5785	1489.32	45	GVQ446	25
70640	814	6.2045	-75.5797	1497.23	45	GVQ446	25
70660	954	6.20031	-75.5803	1500.67	45	GVQ446	25
70680	1078	6.19734	-75.5811	1502.85	44	GVQ446	25
70700	1215	6.19517	-75.5814	1505.89	44	GVQ446	23
70712	1277	6.19992	-75.5795	1500.71	43	GVQ446	23
70722	1338	6.20187	-75.578	1500.09	43	GVQ446	23
70730	1367	6.20058	-75.5782	1500.19	43	GVQ446	23
70897	20	6.20055	-75.5782	1500.22	34	EGZ112	26
