id	drivetime	latitude	longitude	elevation	soc	vehicle_id	ext_temp
65345	1298	6.32133	-75.5581	1442.32	71	GVQ446	27
65350	1370	6.32328	-75.5597	1446.98	71	GVQ446	26
65362	1426	6.32664	-75.5609	1444.23	71	GVQ446	26
65366	1489	6.32879	-75.5622	1444.38	71	GVQ446	27
65375	1541	6.33	-75.5623	1444.6	70	GVQ446	27
65385	1671	6.33421	-75.5616	1460.6	70	GVQ446	27
65393	1719	6.33528	-75.5639	1480.36	70	GVQ446	26
65402	1777	6.33504	-75.5671	1517.97	69	GVQ446	26
65410	1896	6.3334	-75.5733	1539.98	68	GVQ446	25
65419	1957	6.33308	-75.5764	1574.56	68	GVQ446	25
65428	2013	6.33351	-75.5782	1581.79	67	GVQ446	24
65472	12	6.20051	-75.5782	1500.27	61	EGZ112	27
65474	72	6.20052	-75.5783	1500.25	61	EGZ112	27
65476	134	6.20057	-75.5783	1500.19	60	EGZ112	27
65480	199	6.20066	-75.5779	1500	60	EGZ112	27
65490	254	6.20185	-75.5778	1499.17	60	EGZ112	27
65498	329	6.20125	-75.5779	1499.28	60	EGZ112	27
65507	370	6.20098	-75.5777	1499.98	60	EGZ112	27
65517	434	6.20141	-75.5777	1499.47	60	EGZ112	27
65526	17	6.33355	-75.5783	1582.71	67	GVQ446	21
65570	241	6.33499	-75.5699	1527.18	67	GVQ446	22
65581	304	6.33519	-75.5673	1520.52	67	GVQ446	22
65589	351	6.33442	-75.5671	1512.27	67	GVQ446	22
65854	1095	6.2027	-75.5844	1500.97	58	EGZ112	26
65856	1112	6.20286	-75.5845	1500.61	58	EGZ112	26
65867	1162	6.20318	-75.5852	1500.52	58	EGZ112	26
65872	1206	6.20336	-75.5854	1500.65	58	EGZ112	27
65883	1280	6.20414	-75.5869	1506.52	58	EGZ112	27
65895	1352	6.20456	-75.5877	1502.79	58	EGZ112	27
65903	1399	6.20491	-75.5883	1503	58	EGZ112	27
65913	1461	6.20592	-75.589	1516.43	57	EGZ112	27
65919	1521	6.20645	-75.5891	1510.68	57	EGZ112	26
65929	1582	6.20728	-75.5892	1503.41	57	EGZ112	26
66395	3465	6.20324	-75.5989	1570.21	53	EGZ112	22
66404	3527	6.2033	-75.5986	1565.31	53	EGZ112	22
66413	3583	6.20271	-75.5966	1562.75	53	EGZ112	22
66423	3646	6.20199	-75.5934	1566.34	53	EGZ112	22
66433	3703	6.20193	-75.5905	1512.09	54	EGZ112	22
66442	3763	6.2048	-75.5887	1505.12	53	EGZ112	22
66450	3827	6.20463	-75.5878	1503.53	53	EGZ112	22
66460	3884	6.20372	-75.5866	1503.92	53	EGZ112	22
66468	3947	6.20355	-75.5868	1503.3	53	EGZ112	22
66476	4008	6.20362	-75.5871	1503.1	53	EGZ112	22
66485	4064	6.20378	-75.5872	1502.3	53	EGZ112	22
66492	4128	6.20412	-75.5872	1502.48	53	EGZ112	22
66501	4185	6.20509	-75.5868	1501.43	53	EGZ112	22
66510	4248	6.20505	-75.5845	1499.12	53	EGZ112	22
66519	4304	6.20571	-75.5843	1499.48	53	EGZ112	22
66528	4363	6.2053	-75.5826	1498.62	53	EGZ112	22
66538	4423	6.20469	-75.5811	1498.31	53	EGZ112	22
66547	4479	6.20141	-75.5757	1514	52	EGZ112	22
66555	4543	6.2004	-75.576	1518.19	52	EGZ112	22
66565	4606	6.19897	-75.5761	1516.03	52	EGZ112	22
66572	4667	6.19792	-75.5755	1522.89	52	EGZ112	22
66580	4725	6.19773	-75.5754	1524.09	52	EGZ112	22
66590	4800	6.197	-75.5755	1531.74	52	EGZ112	22
66597	4844	6.19663	-75.5754	1536.8	52	EGZ112	22
66607	4907	6.19505	-75.574	1560.38	51	EGZ112	22
66615	4967	6.19337	-75.5714	1595.1	51	EGZ112	22
66624	5023	6.19299	-75.5706	1606.01	51	EGZ112	22
66631	5130	6.19192	-75.5691	1640.43	50	EGZ112	22
66635	5143	6.19202	-75.5689	1643.35	50	EGZ112	22
66645	5207	6.19219	-75.5682	1647.65	50	EGZ112	22
66652	5257	6.19181	-75.5674	1658.47	50	EGZ112	22
66659	5326	6.19067	-75.5678	1656.89	50	EGZ112	22
66668	5383	6.18996	-75.5679	1655.15	50	EGZ112	22
66676	5452	6.18909	-75.5677	1661.33	50	EGZ112	22
66685	5515	6.18787	-75.5676	1639.66	50	EGZ112	22
66693	5583	6.1871	-75.5683	1633.65	50	EGZ112	22
66701	5627	6.18622	-75.5698	1637.92	49	EGZ112	22
66710	5685	6.1813	-75.5698	1669.49	49	EGZ112	22
66717	5748	6.18143	-75.566	1711.69	48	EGZ112	21
66727	5806	6.18031	-75.5655	1723.24	48	EGZ112	21
66735	5863	6.18079	-75.5653	1716.65	48	EGZ112	21
66746	5927	6.18073	-75.5654	1716.08	48	EGZ112	21
66755	5983	6.18072	-75.5654	1716.06	48	EGZ112	21
66763	6046	6.18072	-75.5654	1716.06	48	EGZ112	21
66772	6103	6.18072	-75.5654	1716.06	48	EGZ112	21
66779	6159	6.18067	-75.5654	1716.12	48	EGZ112	21
66787	6229	6.18028	-75.5655	1723.87	48	EGZ112	21
66796	6285	6.1798	-75.5631	1753.63	47	EGZ112	21
66805	6344	6.17824	-75.5616	1770.96	47	EGZ112	21
66817	6408	6.17824	-75.5616	1770.96	47	EGZ112	21
67056	7300	6.18003	-75.5651	1727.71	45	EGZ112	20
67067	7361	6.18078	-75.5658	1711.77	45	EGZ112	20
67076	7420	6.18078	-75.5658	1711.77	45	EGZ112	20
67087	7480	6.18078	-75.5658	1711.77	45	EGZ112	20
67096	7541	6.18156	-75.5649	1710.84	45	EGZ112	20
67106	7598	6.18362	-75.5636	1730.07	45	EGZ112	20
67115	7647	6.18501	-75.5614	1744.99	45	EGZ112	20
67127	7723	6.19193	-75.56	1759.85	44	EGZ112	20
67137	7798	6.19334	-75.562	1716.1	45	EGZ112	20
67143	7839	6.195	-75.5623	1690.09	45	EGZ112	20
67154	7898	6.19437	-75.5637	1678.77	45	EGZ112	20
67164	7961	6.19405	-75.5634	1683.1	45	EGZ112	20
67174	8024	6.19384	-75.563	1691.41	44	EGZ112	20
67181	8080	6.19384	-75.563	1691.41	44	EGZ112	20
67190	8138	6.19042	-75.5633	1711.94	44	EGZ112	20
67200	8201	6.18837	-75.5646	1706.64	44	EGZ112	19
67206	8265	6.18847	-75.5648	1704.68	44	EGZ112	19
67215	8321	6.18891	-75.565	1703.27	44	EGZ112	19
67222	8381	6.18925	-75.565	1700.41	44	EGZ112	19
67228	8508	6.18991	-75.5651	1688.73	44	EGZ112	20
67237	8559	6.19002	-75.5651	1687.24	44	EGZ112	20
67241	8609	6.19035	-75.5652	1682.25	44	EGZ112	20
67251	8676	6.1908	-75.5655	1674.68	44	EGZ112	20
67258	8725	6.19118	-75.5659	1671.62	44	EGZ112	20
67268	8798	6.19134	-75.5659	1670.86	44	EGZ112	20
67277	8866	6.19155	-75.5667	1666.36	44	EGZ112	20
67283	8917	6.19202	-75.5678	1652.92	44	EGZ112	20
67293	8980	6.1935	-75.5716	1592.02	44	EGZ112	20
67300	9044	6.19533	-75.5743	1554.26	44	EGZ112	20
67309	9100	6.19629	-75.5751	1540.12	44	EGZ112	20
67316	9170	6.20005	-75.5761	1516.9	45	EGZ112	20
67324	9218	6.20355	-75.5784	1498.39	44	EGZ112	20
67333	9274	6.2057	-75.5839	1498.9	44	EGZ112	20
67339	9330	6.20626	-75.5853	1499.13	44	EGZ112	20
67349	9397	6.20642	-75.5855	1499.08	44	EGZ112	20
67356	9455	6.20642	-75.5855	1499.08	44	EGZ112	20
67365	9517	6.20655	-75.5859	1499.5	44	EGZ112	20
67374	9575	6.20655	-75.5859	1499.5	44	EGZ112	20
67384	9639	6.2065	-75.5869	1500.44	44	EGZ112	20
67534	501	6.21232	-75.5752	1495.99	54	GVQ446	19
67536	10243	6.20275	-75.5997	1571.21	42	EGZ112	20
67542	10272	6.20271	-75.601	1575.53	42	EGZ112	20
67551	10328	6.20273	-75.6014	1576.47	42	EGZ112	20
67576	53	6.20299	-75.6014	1575.95	42	EGZ112	20
67587	117	6.20359	-75.6043	1623.95	41	EGZ112	20
67595	171	6.20338	-75.6054	1638.92	41	EGZ112	20
67606	232	6.20318	-75.6057	1641.78	41	EGZ112	20
67615	349	6.20316	-75.6058	1638.73	41	EGZ112	20
67622	6	6.20317	-75.6058	1638.33	41	EGZ112	20
67642	8	6.21232	-75.5752	1495.99	54	GVQ446	21
67645	22	6.21231	-75.5752	1495.98	54	GVQ446	21
67660	145	6.21096	-75.5713	1521.94	53	GVQ446	21
67667	193	6.21017	-75.5693	1534.58	53	GVQ446	20
67679	275	6.2096	-75.5676	1545.66	53	GVQ446	20
67689	316	6.20914	-75.5665	1551.59	53	GVQ446	20
67706	435	6.20938	-75.5658	1560.6	52	GVQ446	20
67708	4	6.20933	-75.5658	1560.68	52	GVQ446	20
67710	40	6.2093	-75.5658	1560.71	52	GVQ446	20
67722	100	6.2076	-75.5639	1579.25	52	GVQ446	19
67736	165	6.20713	-75.5616	1612.83	51	GVQ446	19
69048	15	6.20331	-75.6058	1633.3	42	EGZ112	18
69050	75	6.2033	-75.6058	1633.61	42	EGZ112	18
69052	139	6.20323	-75.6058	1635.97	42	EGZ112	18
69059	172	6.20294	-75.6058	1646.69	42	EGZ112	18
69069	235	6.20377	-75.6054	1626.49	42	EGZ112	18
69078	291	6.20373	-75.6035	1604.17	42	EGZ112	18
69092	356	6.20276	-75.5999	1570.88	42	EGZ112	18
69100	421	6.20332	-75.5984	1564.13	42	EGZ112	18
69107	475	6.2033	-75.5981	1560.3	42	EGZ112	18
69117	533	6.20198	-75.5947	1564.65	42	EGZ112	18
69123	597	6.20207	-75.5905	1512.77	42	EGZ112	18
69135	650	6.20495	-75.5885	1503.76	42	EGZ112	18
69146	713	6.2017	-75.5842	1502	42	EGZ112	19
69157	769	6.19983	-75.5847	1504.43	42	EGZ112	19
69169	832	6.19701	-75.5854	1506.79	42	EGZ112	19
69176	888	6.196	-75.5842	1506.52	41	EGZ112	19
69188	954	6.19529	-75.5817	1509.92	41	EGZ112	19
69199	1003	6.19542	-75.581	1506.59	41	EGZ112	19
69206	1063	6.20074	-75.5794	1499.68	41	EGZ112	19
69215	1128	6.20185	-75.5791	1498.8	41	EGZ112	19
69225	1199	6.20064	-75.5779	1499.99	41	EGZ112	19
69234	1250	6.20058	-75.5783	1500.18	41	EGZ112	19
69244	1313	6.20054	-75.5783	1500.23	41	EGZ112	20
69247	11	6.20054	-75.5782	1500.23	41	EGZ112	20
69249	71	6.20057	-75.5782	1500.2	41	EGZ112	20
69254	116	6.20056	-75.5782	1500.21	41	EGZ112	21
69664	11	6.20691	-75.5617	1613.93	51	GVQ446	20
69666	17	6.20717	-75.5618	1610.68	51	GVQ446	20
69676	79	6.20813	-75.5636	1581.25	51	GVQ446	21
69685	132	6.20963	-75.5659	1561.02	51	GVQ446	22
69695	4	6.20963	-75.5673	1547.14	51	GVQ446	22
69704	6	6.20962	-75.5675	1546.39	51	GVQ446	22
69712	73	6.20911	-75.5665	1551.59	51	GVQ446	23
69721	119	6.20796	-75.5665	1554.08	51	GVQ446	23
69736	202	6.20743	-75.565	1571.26	51	GVQ446	23
69743	254	6.20761	-75.5648	1570.93	51	GVQ446	23
69754	3	6.20761	-75.5648	1570.93	50	GVQ446	23
69767	55	6.20745	-75.5625	1601.34	50	GVQ446	23
69826	52	6.20062	-75.5783	1500.02	41	EGZ112	29
69828	59	6.20059	-75.5783	1500.14	41	EGZ112	29
69835	115	6.20108	-75.5779	1499.41	41	EGZ112	29
69845	185	6.20178	-75.5775	1500.33	41	EGZ112	29
69855	225	6.2001	-75.5775	1502.17	40	EGZ112	29
69864	304	6.19521	-75.5794	1515.35	40	EGZ112	28
69876	425	6.1967	-75.5851	1507.23	40	EGZ112	28
69880	486	6.19948	-75.5847	1504.21	40	EGZ112	27
69889	537	6.19977	-75.5847	1504.36	40	EGZ112	27
69900	609	6.20293	-75.5845	1500.54	39	EGZ112	27
69908	657	6.20388	-75.5864	1503.74	39	EGZ112	27
69917	719	6.20428	-75.5871	1502.54	39	EGZ112	27
69919	778	6.2048	-75.588	1503.03	39	EGZ112	27
69927	840	6.20556	-75.5888	1513.2	39	EGZ112	27
69936	896	6.20709	-75.5891	1503.4	39	EGZ112	27
69945	961	6.20819	-75.5909	1511.38	39	EGZ112	27
69954	1077	6.21403	-75.5966	1502.51	38	EGZ112	27
69964	1141	6.21688	-75.5981	1502.71	38	EGZ112	27
69972	1190	6.22075	-75.5985	1514.55	38	EGZ112	27
69979	1257	6.22345	-75.5976	1519.64	38	EGZ112	27
69990	1401	6.22826	-75.5965	1509.75	38	EGZ112	27
69996	1438	6.22868	-75.5964	1508.25	37	EGZ112	27
70004	1499	6.22884	-75.5964	1508.17	37	EGZ112	27
70014	1563	6.22904	-75.5963	1507.79	37	EGZ112	27
70021	1613	6.2301	-75.5962	1506.09	37	EGZ112	27
70023	1694	6.2306	-75.5962	1505.68	37	EGZ112	28
70030	1742	6.23271	-75.5964	1505.06	37	EGZ112	28
70037	1798	6.23481	-75.5964	1503.59	37	EGZ112	27
70047	1856	6.23694	-75.5965	1499.2	37	EGZ112	27
70060	2324	6.23969	-75.5807	1474.93	36	EGZ112	29
70063	2342	6.23964	-75.5791	1473.75	36	EGZ112	29
70068	2395	6.23712	-75.577	1472.41	36	EGZ112	29
70077	2456	6.23341	-75.576	1475.96	36	EGZ112	29
70084	2518	6.23156	-75.5759	1472.73	36	EGZ112	29
70086	2581	6.22804	-75.5763	1478.05	35	EGZ112	29
70091	2630	6.22279	-75.5771	1482.86	35	EGZ112	29
70101	2699	6.21694	-75.5779	1486.62	35	EGZ112	29
70110	2755	6.21405	-75.5783	1486.93	35	EGZ112	29
70120	2819	6.20942	-75.579	1493.69	35	EGZ112	29
70122	2902	6.20152	-75.5801	1499.66	34	EGZ112	28
70127	2940	6.20071	-75.5802	1500.18	34	EGZ112	29
70136	2997	6.19953	-75.5804	1501.1	34	EGZ112	29
70146	3060	6.19861	-75.5807	1502.06	34	EGZ112	29
70155	3116	6.19797	-75.5809	1502.51	34	EGZ112	29
70157	3168	6.19667	-75.5814	1504.17	34	EGZ112	29
70167	3240	6.19568	-75.5818	1505.96	34	EGZ112	29
70176	3297	6.19514	-75.582	1506.84	34	EGZ112	29
70184	3359	6.19477	-75.5811	1507.9	34	EGZ112	29
70196	3420	6.19928	-75.5796	1501.22	34	EGZ112	28
70198	3480	6.20183	-75.5791	1498.83	34	EGZ112	28
70208	3536	6.20187	-75.578	1500.09	34	EGZ112	28
70219	3596	6.20056	-75.5782	1500.21	33	EGZ112	28
70230	3663	6.20057	-75.5782	1500.2	33	EGZ112	28
70247	9	6.2069	-75.5617	1614.03	49	GVQ446	22
70257	55	6.20739	-75.5625	1601.81	49	GVQ446	22
70300	319	6.21434	-75.5774	1491.82	49	GVQ446	24
70311	367	6.2221	-75.5764	1482.62	49	GVQ446	24
70321	438	6.23506	-75.5754	1473.82	49	GVQ446	25
70352	703	6.25098	-75.5763	1465.78	48	GVQ446	26
70369	4	6.25098	-75.5763	1465.78	48	GVQ446	28
70380	46	6.24966	-75.5766	1465.95	48	GVQ446	27
70392	137	6.24753	-75.5769	1467.84	48	GVQ446	26
70398	176	6.24776	-75.5776	1468.44	48	GVQ446	26
70400	183	6.24775	-75.5776	1468.44	48	GVQ446	26
70425	4	6.24775	-75.5776	1468.44	48	GVQ446	24
70432	49	6.24788	-75.578	1467.86	48	GVQ446	24
70447	183	6.24946	-75.5768	1466.07	48	GVQ446	25
70455	249	6.24883	-75.577	1467.62	48	GVQ446	25
70458	4	6.24883	-75.577	1467.62	47	GVQ446	25
70522	10	6.24883	-75.577	1467.62	48	GVQ446	26
70536	115	6.24841	-75.5772	1466.84	47	GVQ446	26
70543	158	6.24813	-75.5772	1467.67	47	GVQ446	26
70557	220	6.24733	-75.5775	1468.25	47	GVQ446	26
70563	271	6.24808	-75.5803	1462.28	47	GVQ446	26
70573	354	6.23975	-75.5777	1466.2	46	GVQ446	25
70582	411	6.23583	-75.5765	1473.83	46	GVQ446	26
70592	474	6.23394	-75.5761	1475.92	46	GVQ446	26
70599	514	6.2329	-75.576	1475.88	46	GVQ446	26
70603	593	6.22954	-75.5761	1477.7	46	GVQ446	26
70612	637	6.22717	-75.5765	1479.29	46	GVQ446	26
70621	707	6.21993	-75.5775	1484.57	45	GVQ446	26
70633	775	6.21052	-75.5788	1492.89	45	GVQ446	25
70642	839	6.20315	-75.58	1498.24	45	GVQ446	25
70662	976	6.1995	-75.5804	1500.99	45	GVQ446	25
70682	1082	6.19718	-75.5812	1503.82	44	GVQ446	25
70702	1227	6.19494	-75.5808	1511.75	44	GVQ446	23
70714	1289	6.20118	-75.5792	1499.21	43	GVQ446	23
